player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,22,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Yohandy Morales,Washington Nationals,24,1,0,0,2,1,0,1,2,0,0,3,0,.600,5,.600,1.400,2.000,0,0,.---,.---,0,19,5,7,1,3,0,0,1.000,-.--,0,5.00
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Lazaro Montes,Seattle Mariners,21,1,0,1,2,0,0,1,1,1,0,2,0,.500,4,.600,1.250,1.850,0,0,.---,.---,0,19,5,5,2,1,0,0,.500,0.00,0,4.00
Michael Stefanic,Athletics,30,7,3,1,2,1,0,0,2,2,0,5,0,.455,11,.538,.545,1.083,0,0,.---,.---,0,61,13,6,2,6,0,0,.556,3.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Gustavo Campero,Los Angeles Angels,28,4,0,4,0,1,0,0,4,0,0,4,0,.364,11,.333,.455,.788,0,0,.---,.---,0,50,12,5,2,4,0,1,.500,0.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,11,2,2,7,4,0,0,10,5,0,8,0,.364,22,.481,.545,1.026,0,0,.---,.---,0,109,27,12,3,10,0,0,.667,1.00,0,-.--
Adael Amador,Colorado Rockies,23,6,2,2,6,1,0,2,5,3,0,5,0,.357,14,.471,.857,1.328,0,0,.---,.---,0,73,17,12,7,9,0,0,.429,1.00,0,7.00
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Samad Taylor,San Diego Padres,27,28,26,7,16,1,2,1,31,12,0,32,1,.344,93,.425,.430,.855,2,7,.778,.222,2,444,109,40,11,32,3,0,.508,3.71,0,93.00
Turner Hill,San Francisco Giants,27,14,9,12,6,5,0,0,6,6,0,13,1,.342,38,.426,.474,.900,0,1,1.000,.000,0,180,47,18,9,18,0,2,.382,0.75,0,-.--
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Bryan De La Cruz,Philadelphia Phillies,29,22,11,10,6,2,0,2,11,2,0,15,2,.333,45,.373,.511,.884,0,0,.---,.---,1,191,51,23,11,18,0,2,.382,1.10,0,22.50
Deyvison De Los Santos,Miami Marlins,23,4,2,1,0,1,0,0,3,0,0,3,0,.333,9,.333,.444,.777,0,0,.---,.---,0,40,9,4,0,2,0,0,.500,2.00,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,3,0,1,2,0,0,0,1,2,0,1,1,.333,3,.667,.333,1.000,0,0,.---,.---,0,28,6,1,0,2,0,0,.500,0.00,0,-.--
Matthew Lugo,Kansas City Royals,25,3,0,0,0,0,0,0,2,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,11,3,1,0,1,0,0,1.000,-.--,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Kaelen Culpepper,Minnesota Twins,23,21,16,19,11,4,0,3,17,5,0,24,2,.320,75,.373,.493,.866,0,0,.---,.---,1,321,83,37,9,33,0,1,.375,0.84,0,25.00
Luis Arraez,Philadelphia Phillies,29,131,147,203,63,28,7,6,24,28,4,166,4,.317,523,.350,.432,.782,0,10,1.000,.000,14,2139,572,226,55,173,6,11,.317,0.72,0,87.17
Brett Bateman,Toronto Blue Jays,24,20,27,11,10,4,1,0,21,7,0,26,0,.317,82,.367,.390,.757,0,3,1.000,.000,0,337,92,32,7,27,2,1,.419,2.45,0,-.--
Yordan Alvarez,Houston Astros,29,137,81,155,91,28,1,37,105,96,29,155,9,.316,491,.433,.603,1.036,0,1,1.000,.000,5,2274,601,296,94,150,0,5,.333,0.52,0,13.27
Alex Jackson,Minnesota Twins,30,31,13,10,12,4,0,1,23,2,0,21,2,.313,67,.352,.418,.770,0,0,.---,.---,0,260,71,28,5,24,0,0,.465,1.30,0,67.00
Eduardo Valencia,Detroit Tigers,26,27,16,13,13,7,0,6,24,1,0,24,1,.312,77,.329,.636,.965,0,0,.---,.---,3,306,79,49,17,36,0,0,.383,1.23,0,12.83
Nick Gonzales,Pittsburgh Pirates,27,129,139,109,67,23,1,6,89,37,0,151,11,.310,487,.371,.398,.769,3,7,.700,.300,12,1963,536,194,58,202,0,1,.369,1.28,0,81.17
Chandler Simpson,Tampa Bay Rays,25,130,186,122,54,14,6,0,43,24,1,151,0,.310,487,.338,.363,.701,14,38,.731,.269,5,1703,526,177,31,163,9,6,.336,1.52,0,-.--
Andrew Vaughn,Milwaukee Brewers,28,92,65,68,30,17,2,5,45,32,1,79,6,.310,255,.397,.451,.848,0,0,.---,.---,7,1205,295,115,40,142,0,2,.357,0.96,0,51.00
Trey Mancini,Los Angeles Angels,34,5,4,3,1,0,1,0,3,0,0,4,0,.308,13,.286,.462,.748,0,0,.---,.---,1,49,14,6,4,8,0,1,.364,1.33,0,-.--
Tyler Tolbert,Kansas City Royals,28,67,30,30,30,5,0,3,24,12,0,35,1,.307,114,.375,.430,.805,3,20,.870,.130,3,459,132,49,8,57,4,1,.364,1.00,0,38.00
Otto Lopez,Miami Marlins,27,135,168,143,81,30,7,10,76,30,0,165,4,.305,541,.340,.442,.782,4,29,.879,.121,12,2131,586,239,61,210,0,11,.333,1.17,0,54.10
Blaze Alexander,Baltimore Orioles,27,86,63,47,32,12,2,4,56,17,1,71,4,.303,234,.359,.423,.782,3,9,.750,.250,5,990,260,99,29,83,2,1,.383,1.34,2,58.50
Freddie Freeman,Los Angeles Dodgers,36,134,133,130,69,32,1,15,95,61,3,153,3,.303,505,.377,.459,.836,0,6,1.000,.000,18,2357,575,232,63,218,0,6,.344,1.02,0,33.67
Wade Meckler,Los Angeles Angels,26,75,61,44,32,11,0,3,52,25,0,67,2,.302,222,.378,.392,.770,0,6,1.000,.000,1,913,251,87,23,81,2,0,.383,1.39,0,74.00
Yandy Díaz,Tampa Bay Rays,34,133,164,123,80,23,1,21,86,50,5,159,10,.302,527,.370,.469,.839,1,3,.750,.250,14,2197,592,247,76,174,0,5,.325,1.33,0,25.10
Gabriel Moreno,Arizona Diamondbacks,26,109,104,111,58,29,1,11,69,51,0,118,4,.300,393,.379,.463,.842,2,5,.714,.286,8,2019,457,182,67,164,0,9,.332,0.94,0,35.73
Dustin Harris,San Diego Padres,26,24,18,18,9,2,1,0,9,7,0,18,1,.300,60,.377,.367,.744,1,6,.857,.143,0,245,71,22,6,27,2,1,.346,1.00,0,-.--
Cody Freeman,Texas Rangers,25,23,17,19,7,1,1,1,11,6,0,19,1,.297,64,.366,.391,.757,1,1,.500,.500,0,311,73,25,6,20,2,0,.346,0.89,0,64.00
Michael Harris II,Atlanta Braves,25,133,137,118,66,32,1,24,106,19,0,150,2,.296,506,.323,.506,.829,3,10,.769,.231,3,1909,532,256,80,177,2,3,.332,1.16,0,21.08
James McCann,Arizona Diamondbacks,36,43,32,27,14,6,0,4,34,6,0,38,1,.295,129,.331,.434,.765,0,0,.---,.---,5,515,138,56,22,42,2,0,.374,1.19,0,32.25
Jonah Cox,San Francisco Giants,24,39,7,11,13,2,2,4,33,4,0,20,0,.294,68,.333,.559,.892,1,8,.889,.111,0,275,75,38,10,22,3,0,.516,0.64,0,17.00
Josh Jung,Texas Rangers,28,92,88,94,46,23,1,9,71,33,0,104,6,.294,354,.361,.441,.802,1,1,.500,.500,14,1461,396,156,35,140,0,3,.343,0.94,0,39.33
Eloy Jiménez,Toronto Blue Jays,29,12,7,9,2,0,0,0,7,3,0,9,0,.290,31,.343,.290,.633,0,0,.---,.---,1,130,35,9,3,12,0,1,.360,0.78,0,-.--
