player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,12,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Andrew Pinckney,Washington Nationals,25,2,1,0,2,0,0,1,0,0,0,1,0,.500,2,.500,2.000,2.500,0,0,.---,.---,0,6,2,4,1,1,0,0,.000,1.00,0,2.00
Angel Genao,Cleveland Guardians,22,4,5,3,3,0,0,1,1,0,0,7,1,.438,16,.471,.625,1.096,0,0,.---,.---,0,55,17,10,2,3,0,0,.429,1.67,0,16.00
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Eduardo Valencia,Detroit Tigers,26,14,8,5,10,4,0,4,10,0,0,15,1,.395,38,.410,.816,1.226,0,0,.---,.---,2,155,39,31,13,19,0,0,.458,1.60,0,9.50
George Lombard Jr.,New York Yankees,21,4,3,1,4,0,0,2,4,3,0,5,0,.385,13,.500,.846,1.346,0,0,.---,.---,0,76,16,11,2,3,0,0,.429,3.00,0,6.50
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
