player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,23,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Yohandy Morales,Washington Nationals,24,4,1,0,2,2,0,1,5,0,0,5,0,.455,11,.455,.909,1.364,0,0,.---,.---,0,45,11,10,1,4,0,0,.800,1.00,0,11.00
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Adael Amador,Colorado Rockies,23,9,5,6,9,2,0,2,5,4,1,10,0,.400,25,.483,.720,1.203,0,0,.---,.---,0,102,30,18,9,10,1,0,.444,0.83,0,12.50
Michael Stefanic,Athletics,30,9,5,3,2,1,0,0,3,2,0,7,0,.389,18,.450,.444,.894,0,0,.---,.---,0,81,20,8,2,9,0,0,.467,1.67,0,-.--
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Gustavo Campero,Los Angeles Angels,28,4,0,4,0,1,0,0,4,0,0,4,0,.364,11,.333,.455,.788,0,0,.---,.---,0,50,12,5,2,4,0,1,.500,0.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,12,2,2,7,4,0,0,10,6,0,8,0,.364,22,.500,.545,1.045,0,0,.---,.---,0,113,28,12,3,10,0,0,.667,1.00,0,-.--
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Leo Bernal,St. Louis Cardinals,22,5,2,7,4,1,0,1,4,2,0,7,0,.350,20,.409,.550,.959,0,0,.---,.---,0,65,22,11,4,7,0,0,.400,0.29,0,20.00
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Bryan De La Cruz,Philadelphia Phillies,29,24,13,10,6,3,0,2,13,2,0,17,2,.333,51,.368,.510,.878,0,0,.---,.---,2,217,57,26,11,22,0,2,.395,1.30,0,25.50
Deyvison De Los Santos,Miami Marlins,23,7,4,1,0,2,0,0,3,0,0,4,0,.333,12,.333,.500,.833,0,0,.---,.---,0,50,12,6,0,3,0,0,.444,4.00,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Brett Bateman,Toronto Blue Jays,24,24,32,14,16,4,1,0,23,10,0,32,1,.327,98,.391,.388,.779,0,3,1.000,.000,0,411,112,38,7,37,2,1,.421,2.29,0,-.--
Luis Arraez,Philadelphia Phillies,29,134,151,206,64,29,7,6,25,28,4,170,4,.318,535,.349,.432,.781,0,10,1.000,.000,14,2176,584,231,56,178,6,11,.318,0.73,0,89.17
Yordan Alvarez,Houston Astros,29,141,83,159,93,29,1,37,108,99,31,159,10,.315,504,.434,.597,1.031,0,1,1.000,.000,5,2337,618,301,94,154,0,5,.335,0.52,0,13.62
Alex Jackson,Minnesota Twins,30,31,13,10,12,4,0,1,23,2,0,21,2,.313,67,.352,.418,.770,0,0,.---,.---,0,260,71,28,5,24,0,0,.465,1.30,0,67.00
Andrew Vaughn,Milwaukee Brewers,28,95,68,69,32,17,2,6,47,33,1,83,6,.313,265,.399,.460,.859,0,0,.---,.---,7,1258,306,122,42,143,0,2,.360,0.99,0,44.17
Blaze Alexander,Baltimore Orioles,27,90,67,50,34,12,2,4,59,17,1,78,4,.311,251,.363,.422,.785,3,10,.769,.231,5,1045,277,106,30,87,2,1,.392,1.34,2,62.75
Turner Hill,San Francisco Giants,27,18,13,17,7,5,0,0,9,8,0,16,2,.308,52,.400,.404,.804,1,1,.500,.500,0,245,65,21,12,23,0,3,.348,0.76,0,-.--
Trey Mancini,Los Angeles Angels,34,5,4,3,1,0,1,0,3,0,0,4,0,.308,13,.286,.462,.748,0,0,.---,.---,1,49,14,6,4,8,0,1,.364,1.33,0,-.--
Samad Taylor,San Diego Padres,27,31,29,10,16,1,2,1,36,13,0,32,1,.308,104,.390,.385,.775,2,7,.778,.222,2,496,121,40,11,34,3,0,.463,2.90,0,104.00
