player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,23,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Michael Stefanic,Athletics,30,9,5,3,2,1,0,0,3,2,0,7,0,.389,18,.450,.444,.894,0,0,.---,.---,0,81,20,8,2,9,0,0,.467,1.67,0,-.--
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Yohandy Morales,Washington Nationals,24,6,1,1,3,2,0,2,8,0,0,6,0,.375,16,.375,.875,1.250,0,0,.---,.---,0,65,16,14,2,4,0,0,.667,1.00,0,8.00
Jared Serna,Miami Marlins,24,6,4,1,2,2,0,0,1,1,0,3,0,.375,8,.400,.625,1.025,0,0,.---,.---,1,40,10,5,2,2,0,1,.375,4.00,0,-.--
Gustavo Campero,Los Angeles Angels,28,4,0,4,0,1,0,0,4,0,0,4,0,.364,11,.333,.455,.788,0,0,.---,.---,0,50,12,5,2,4,0,1,.500,0.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,12,2,2,7,4,0,0,10,6,0,8,0,.364,22,.500,.545,1.045,0,0,.---,.---,0,113,28,12,3,10,0,0,.667,1.00,0,-.--
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Adael Amador,Colorado Rockies,23,11,7,9,10,2,0,3,6,4,1,11,0,.344,32,.417,.688,1.105,0,0,.---,.---,0,130,37,22,10,11,1,0,.348,0.78,0,10.67
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Brett Bateman,Toronto Blue Jays,24,27,34,17,16,4,1,0,25,11,0,36,2,.330,109,.398,.385,.783,0,3,1.000,.000,0,463,125,42,7,38,2,1,.424,2.00,0,-.--
Bryan De La Cruz,Philadelphia Phillies,29,25,13,12,6,3,0,2,13,2,0,17,2,.321,53,.356,.491,.847,0,0,.---,.---,2,230,59,26,11,23,0,2,.375,1.08,0,26.50
Luis Arraez,Philadelphia Phillies,29,137,151,213,64,29,7,6,26,28,4,172,5,.316,544,.348,.428,.776,0,10,1.000,.000,14,2226,595,233,57,182,6,12,.317,0.71,0,90.67
Yordan Alvarez,Houston Astros,29,143,87,162,94,29,1,38,110,99,31,160,10,.311,514,.428,.593,1.021,0,1,1.000,.000,5,2373,628,305,95,157,0,5,.329,0.54,0,13.53
Andrew Vaughn,Milwaukee Brewers,28,98,69,71,32,17,2,6,49,34,1,84,6,.310,271,.396,.454,.850,0,0,.---,.---,8,1285,313,123,42,147,0,2,.358,0.97,0,45.17
Alex Jackson,Minnesota Twins,30,32,13,10,12,4,0,1,24,2,0,21,2,.309,68,.347,.412,.759,0,0,.---,.---,0,266,72,28,5,25,0,0,.465,1.30,0,68.00
Trey Mancini,Los Angeles Angels,34,5,4,3,1,0,1,0,3,0,0,4,0,.308,13,.286,.462,.748,0,0,.---,.---,1,49,14,6,4,8,0,1,.364,1.33,0,-.--
Chandler Simpson,Tampa Bay Rays,25,136,196,129,58,14,6,0,46,24,1,158,0,.307,514,.335,.358,.693,14,40,.741,.259,5,1787,553,184,31,179,9,6,.333,1.52,0,-.--
Yandy Díaz,Tampa Bay Rays,34,139,172,129,84,25,1,22,88,52,6,169,10,.306,553,.373,.474,.847,1,3,.750,.250,15,2301,620,262,79,178,0,5,.328,1.33,0,25.14
Nick Gonzales,Pittsburgh Pirates,27,134,149,112,67,24,1,6,90,39,0,154,12,.306,504,.369,.393,.762,3,7,.700,.300,14,2036,556,198,59,212,0,1,.362,1.33,0,84.00
Samad Taylor,San Diego Padres,27,32,30,10,16,1,2,1,36,13,0,32,1,.305,105,.387,.381,.768,2,7,.778,.222,2,502,122,40,11,36,3,0,.456,3.00,0,105.00
