player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,18,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,8,2,2,5,4,0,0,8,4,0,7,0,.368,19,.478,.579,1.057,0,0,.---,.---,0,92,23,11,3,10,0,0,.636,1.00,0,-.--
Gustavo Campero,Los Angeles Angels,28,4,0,4,0,1,0,0,4,0,0,4,0,.364,11,.333,.455,.788,0,0,.---,.---,0,50,12,5,2,4,0,1,.500,0.00,0,-.--
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Bryan De La Cruz,Philadelphia Phillies,29,20,9,9,6,2,0,2,10,2,0,14,2,.350,40,.391,.550,.941,0,0,.---,.---,1,168,46,22,11,18,0,2,.400,1.00,0,20.00
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Kaelen Culpepper,Minnesota Twins,23,15,11,11,7,2,0,2,15,2,0,18,2,.333,54,.373,.481,.854,0,0,.---,.---,1,215,59,26,5,20,0,1,.421,1.00,0,27.00
Deyvison De Los Santos,Miami Marlins,23,4,2,1,0,1,0,0,3,0,0,3,0,.333,9,.333,.444,.777,0,0,.---,.---,0,40,9,4,0,2,0,0,.500,2.00,0,-.--
Corey Julks,Detroit Tigers,30,3,1,2,1,1,0,0,1,0,0,2,0,.333,6,.333,.500,.833,0,0,.---,.---,0,23,6,3,0,1,0,0,.400,0.50,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Samad Taylor,San Diego Padres,27,26,24,7,14,1,1,1,30,12,0,29,0,.330,88,.410,.398,.808,1,6,.857,.143,2,411,102,35,11,30,2,0,.491,3.43,0,88.00
Eduardo Valencia,Detroit Tigers,26,24,15,11,12,6,0,6,21,1,0,23,1,.329,70,.347,.671,1.018,0,0,.---,.---,3,281,72,47,17,31,0,0,.395,1.36,0,11.67
Brett Bateman,Toronto Blue Jays,24,15,21,9,7,3,1,0,15,4,0,21,0,.328,64,.362,.406,.768,0,1,1.000,.000,0,245,70,26,5,23,1,1,.420,2.33,0,-.--
Yordan Alvarez,Houston Astros,29,130,76,148,88,28,1,36,97,91,28,151,8,.323,468,.438,.618,1.056,0,1,1.000,.000,5,2156,571,289,91,143,0,4,.339,0.51,0,13.00
Luis Arraez,Philadelphia Phillies,29,125,139,194,63,28,7,6,24,27,4,161,4,.321,502,.354,.440,.794,0,10,1.000,.000,11,2037,549,221,54,158,6,10,.322,0.72,0,83.67
Blaze Alexander,Baltimore Orioles,27,82,58,43,31,12,2,4,54,16,1,69,4,.312,221,.368,.439,.807,3,9,.750,.250,5,936,246,97,29,79,2,1,.396,1.35,2,55.25
Andrew Vaughn,Milwaukee Brewers,28,86,62,64,29,16,2,5,42,31,1,74,5,.308,240,.396,.454,.850,0,0,.---,.---,6,1128,278,109,37,134,0,2,.354,0.97,0,48.00
