player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,19,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Michael Stefanic,Athletics,30,3,2,1,1,1,0,0,1,0,0,3,0,.429,7,.429,.571,1.000,0,0,.---,.---,0,24,7,4,1,6,0,0,.500,2.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,9,2,2,5,4,0,0,8,4,0,7,0,.368,19,.478,.579,1.057,0,0,.---,.---,0,92,23,11,3,10,0,0,.636,1.00,0,-.--
Gustavo Campero,Los Angeles Angels,28,4,0,4,0,1,0,0,4,0,0,4,0,.364,11,.333,.455,.788,0,0,.---,.---,0,50,12,5,2,4,0,1,.500,0.00,0,-.--
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Bryan De La Cruz,Philadelphia Phillies,29,20,9,9,6,2,0,2,10,2,0,14,2,.350,40,.391,.550,.941,0,0,.---,.---,1,168,46,22,11,18,0,2,.400,1.00,0,20.00
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Kaelen Culpepper,Minnesota Twins,23,16,11,13,8,2,0,3,15,3,0,19,2,.333,57,.381,.526,.907,0,0,.---,.---,1,233,63,30,6,20,0,1,.400,0.85,0,19.00
Deyvison De Los Santos,Miami Marlins,23,4,2,1,0,1,0,0,3,0,0,3,0,.333,9,.333,.444,.777,0,0,.---,.---,0,40,9,4,0,2,0,0,.500,2.00,0,-.--
Corey Julks,Detroit Tigers,30,3,1,2,1,1,0,0,1,0,0,2,0,.333,6,.333,.500,.833,0,0,.---,.---,0,23,6,3,0,1,0,0,.400,0.50,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Samad Taylor,San Diego Padres,27,26,24,7,14,1,1,1,30,12,0,29,0,.330,88,.410,.398,.808,1,6,.857,.143,2,411,102,35,11,30,2,0,.491,3.43,0,88.00
Eduardo Valencia,Detroit Tigers,26,24,15,11,12,6,0,6,21,1,0,23,1,.329,70,.347,.671,1.018,0,0,.---,.---,3,281,72,47,17,31,0,0,.395,1.36,0,11.67
Brett Bateman,Toronto Blue Jays,24,16,22,10,7,3,1,0,16,4,0,22,0,.324,68,.356,.397,.753,0,1,1.000,.000,0,263,74,27,5,23,1,1,.415,2.20,0,-.--
Yordan Alvarez,Houston Astros,29,131,77,148,88,28,1,36,99,91,28,152,8,.322,472,.437,.614,1.051,0,1,1.000,.000,5,2176,575,290,91,143,0,4,.340,0.52,0,13.11
Luis Arraez,Philadelphia Phillies,29,126,141,196,63,28,7,6,24,27,4,161,4,.318,506,.351,.437,.788,0,10,1.000,.000,11,2055,553,221,54,159,6,10,.319,0.72,0,84.33
Turner Hill,San Francisco Giants,27,9,4,7,2,4,0,0,5,4,0,7,0,.318,22,.407,.500,.907,0,1,1.000,.000,0,106,27,11,3,8,0,1,.389,0.57,0,-.--
Blaze Alexander,Baltimore Orioles,27,82,58,43,31,12,2,4,54,16,1,69,4,.312,221,.368,.439,.807,3,9,.750,.250,5,936,246,97,29,79,2,1,.396,1.35,2,55.25
Otto Lopez,Miami Marlins,27,130,161,139,79,30,7,9,71,30,0,160,4,.308,520,.343,.444,.787,4,29,.879,.121,11,2065,565,231,59,203,0,11,.335,1.16,0,57.78
Trey Mancini,Los Angeles Angels,34,5,4,3,1,0,1,0,3,0,0,4,0,.308,13,.286,.462,.748,0,0,.---,.---,1,49,14,6,4,8,0,1,.364,1.33,0,-.--
Chandler Simpson,Tampa Bay Rays,25,125,177,119,51,13,6,0,42,23,0,144,0,.308,468,.336,.361,.697,14,35,.714,.286,5,1640,505,169,29,159,8,6,.333,1.49,0,-.--
Andrew Vaughn,Milwaukee Brewers,28,87,62,65,30,16,2,5,44,32,1,75,5,.307,244,.396,.451,.847,0,0,.---,.---,6,1148,283,110,37,138,0,2,.355,0.95,0,48.80
Nick Gonzales,Pittsburgh Pirates,27,126,138,105,66,22,1,6,88,35,0,145,10,.305,475,.365,.394,.759,2,7,.778,.222,12,1911,521,187,56,199,0,1,.364,1.31,0,79.17
Alex Jackson,Minnesota Twins,30,29,13,10,11,4,0,1,23,1,0,20,2,.303,66,.333,.409,.742,0,0,.---,.---,0,253,69,27,5,24,0,0,.452,1.30,0,66.00
Gabriel Moreno,Arizona Diamondbacks,26,104,99,105,56,28,1,10,65,49,0,113,4,.303,373,.382,.464,.846,1,5,.833,.167,8,1913,435,173,65,159,0,9,.336,0.94,0,37.30
Yandy Díaz,Tampa Bay Rays,34,128,160,119,76,21,1,19,79,48,4,152,10,.301,505,.370,.459,.829,1,3,.750,.250,13,2110,568,232,72,161,0,5,.323,1.34,0,26.58
Freddie Freeman,Los Angeles Dodgers,36,129,131,126,65,31,1,15,91,57,3,147,3,.301,489,.373,.460,.833,0,6,1.000,.000,18,2273,555,225,61,211,0,6,.339,1.04,0,32.60
