player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,17,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,8,2,2,5,4,0,0,8,4,0,7,0,.368,19,.478,.579,1.057,0,0,.---,.---,0,92,23,11,3,10,0,0,.636,1.00,0,-.--
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Eduardo Valencia,Detroit Tigers,26,22,14,8,12,6,0,6,18,1,0,21,1,.344,61,.365,.738,1.103,0,0,.---,.---,3,255,63,45,17,30,0,0,.405,1.75,0,10.17
Bryan De La Cruz,Philadelphia Phillies,29,18,9,8,5,1,0,2,8,2,0,12,2,.343,35,.390,.543,.933,0,0,.---,.---,1,146,41,19,10,15,0,2,.370,1.13,0,17.50
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Gustavo Campero,Los Angeles Angels,28,1,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,9,3,1,0,1,0,0,.500,0.00,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Samad Taylor,San Diego Padres,27,26,24,7,14,1,1,1,30,12,0,29,0,.330,88,.410,.398,.808,1,6,.857,.143,2,411,102,35,11,30,2,0,.491,3.43,0,88.00
Luis Arraez,Philadelphia Phillies,29,122,136,190,63,28,7,6,24,27,4,159,4,.323,493,.356,.444,.800,0,10,1.000,.000,11,2008,540,219,54,153,6,10,.323,0.72,0,82.17
Brett Bateman,Toronto Blue Jays,24,13,20,8,5,3,1,0,11,4,0,18,0,.321,56,.367,.411,.778,0,1,1.000,.000,0,204,61,23,4,21,1,0,.400,2.50,0,-.--
Yordan Alvarez,Houston Astros,29,128,76,146,85,28,0,36,96,88,25,147,8,.319,461,.433,.614,1.047,0,1,1.000,.000,5,2133,561,283,90,142,0,4,.333,0.52,0,12.81
Angel Genao,Cleveland Guardians,22,15,21,11,8,3,0,1,5,4,0,17,1,.315,54,.373,.426,.799,0,1,1.000,.000,0,195,59,23,3,20,0,0,.333,1.91,0,54.00
Blaze Alexander,Baltimore Orioles,27,82,58,43,31,12,2,4,54,16,1,69,4,.312,221,.368,.439,.807,3,9,.750,.250,5,936,246,97,29,79,2,1,.396,1.35,2,55.25
Nick Gonzales,Pittsburgh Pirates,27,122,133,101,66,22,1,6,85,33,0,142,9,.309,460,.366,.400,.766,2,5,.714,.286,12,1846,503,184,55,188,0,1,.368,1.32,0,76.67
Daz Cameron,Toronto Blue Jays,29,4,2,3,2,1,0,1,4,0,0,4,0,.308,13,.308,.615,.923,0,0,.---,.---,0,56,13,8,2,3,0,0,.375,0.67,0,13.00
Trey Mancini,Los Angeles Angels,34,5,4,3,1,0,1,0,3,0,0,4,0,.308,13,.286,.462,.748,0,0,.---,.---,1,49,14,6,4,8,0,1,.364,1.33,0,-.--
Chandler Simpson,Tampa Bay Rays,25,121,170,116,50,13,6,0,42,21,0,140,0,.308,455,.334,.363,.697,12,35,.745,.255,5,1598,489,165,27,155,7,6,.334,1.47,0,-.--
Otto Lopez,Miami Marlins,27,126,157,133,75,29,7,9,69,28,0,155,4,.307,505,.342,.446,.788,4,25,.862,.138,10,1994,546,225,57,196,0,9,.335,1.18,0,56.11
Gabriel Moreno,Arizona Diamondbacks,26,101,95,101,55,27,1,10,65,46,0,112,4,.307,365,.383,.468,.851,1,5,.833,.167,8,1858,423,171,63,155,0,8,.342,0.94,0,36.50
Yandy Díaz,Tampa Bay Rays,34,124,149,117,74,21,1,19,79,46,4,150,10,.306,490,.374,.469,.843,1,3,.750,.250,12,2048,551,230,72,156,0,5,.330,1.27,0,25.79
Andrew Vaughn,Milwaukee Brewers,28,84,62,62,29,16,2,5,40,31,1,71,5,.305,233,.395,.455,.850,0,0,.---,.---,6,1095,271,106,37,131,0,2,.347,1.00,0,46.60
Luis Campusano,San Diego Padres,27,48,26,35,17,11,0,5,33,22,0,41,2,.304,135,.409,.496,.905,0,0,.---,.---,3,649,159,67,23,59,0,0,.371,0.74,0,27.00
Alex Jackson,Minnesota Twins,30,29,13,10,11,4,0,1,23,1,0,20,2,.303,66,.333,.409,.742,0,0,.---,.---,0,253,69,27,5,24,0,0,.452,1.30,0,66.00
Freddie Freeman,Los Angeles Dodgers,36,126,126,123,62,30,1,15,90,56,2,143,3,.300,476,.373,.462,.835,0,6,1.000,.000,18,2224,541,220,61,208,0,6,.340,1.02,0,31.73
Adael Amador,Colorado Rockies,23,5,2,0,5,1,0,1,5,3,0,3,0,.300,10,.462,.700,1.162,0,0,.---,.---,0,59,13,7,6,7,0,0,.500,2.00,0,10.00
James McCann,Arizona Diamondbacks,36,39,30,24,11,5,0,4,29,5,0,34,1,.296,115,.331,.443,.774,0,0,.---,.---,4,459,123,51,21,38,2,0,.366,1.25,0,28.75
Michael Harris II,Atlanta Braves,25,124,127,112,61,30,1,20,97,18,0,139,2,.294,472,.321,.489,.810,3,7,.700,.300,3,1784,495,231,70,166,0,3,.332,1.13,0,23.60
Brett Callahan,Detroit Tigers,24,6,3,4,2,1,1,1,5,0,0,5,0,.294,17,.294,.647,.941,0,0,.---,.---,0,46,17,11,5,11,0,0,.364,0.75,0,17.00
Tyler Tolbert,Kansas City Royals,28,60,30,26,25,5,0,3,21,11,0,30,0,.294,102,.360,.431,.791,3,18,.857,.143,3,407,118,44,8,54,4,1,.342,1.15,0,34.00
Josh Jung,Texas Rangers,28,92,88,94,46,23,1,9,71,33,0,104,6,.294,354,.361,.441,.802,1,1,.500,.500,14,1461,396,156,35,140,0,3,.343,0.94,0,39.33
Jake Mangum,Pittsburgh Pirates,30,108,112,67,50,16,2,4,76,21,1,104,9,.294,354,.347,.384,.731,7,21,.750,.250,6,1408,389,136,28,156,3,2,.362,1.67,0,88.50
Jake McCarthy,Colorado Rockies,28,114,115,109,63,26,7,13,75,23,0,121,4,.294,412,.334,.485,.819,5,23,.821,.179,7,1471,448,200,68,134,4,4,.329,1.06,1,31.69
Ty France,San Diego Padres,31,104,77,81,44,17,2,18,83,22,1,97,12,.292,332,.352,.518,.870,1,1,.500,.500,8,1488,373,172,56,143,0,6,.333,0.95,1,18.44
Jung Hoo Lee,San Francisco Giants,27,118,142,132,58,27,4,9,49,20,0,131,6,.291,450,.327,.429,.756,1,9,.900,.100,6,1764,480,193,46,142,0,4,.308,1.08,0,50.00
Eloy Jiménez,Toronto Blue Jays,29,12,7,9,2,0,0,0,7,3,0,9,0,.290,31,.343,.290,.633,0,0,.---,.---,1,130,35,9,3,12,0,1,.360,0.78,0,-.--
Ronny Simon,Pittsburgh Pirates,26,9,9,10,4,1,0,0,4,2,0,9,0,.290,31,.333,.323,.656,0,1,1.000,.000,3,129,34,10,2,15,1,0,.333,0.90,0,-.--
Alec Burleson,St. Louis Cardinals,27,130,136,126,75,33,1,21,92,46,4,143,6,.289,494,.355,.488,.843,0,3,1.000,.000,10,2009,549,241,94,226,0,3,.318,1.08,0,23.52
Shohei Ohtani,Los Angeles Dodgers,31,124,102,104,84,24,3,30,128,75,16,134,5,.289,463,.391,.549,.940,3,8,.727,.273,8,2074,550,254,80,149,0,5,.335,0.98,2,15.43
Jordan Walker,St. Louis Cardinals,24,127,108,116,81,28,0,27,131,42,1,143,4,.289,495,.347,.509,.856,5,17,.773,.227,11,1948,544,252,96,231,0,3,.341,0.93,0,18.33
TJ Rumfield,Colorado Rockies,26,125,119,127,54,25,2,13,72,50,0,128,9,.288,444,.370,.441,.811,0,0,.---,.---,4,1869,505,196,60,172,0,2,.319,0.94,0,34.15
Wade Meckler,Los Angeles Angels,26,70,57,41,28,10,0,3,49,21,0,59,2,.288,205,.360,.380,.740,0,6,1.000,.000,1,824,229,78,20,74,1,0,.366,1.39,0,68.33
Bobby Witt Jr.,Kansas City Royals,26,112,84,145,71,26,1,16,86,51,6,126,2,.288,438,.362,.461,.823,6,34,.850,.150,6,1826,494,202,48,154,0,3,.324,0.58,0,27.38
Ernie Clement,Toronto Blue Jays,30,127,121,182,54,29,1,9,49,18,0,139,2,.286,486,.311,.405,.716,1,5,.833,.167,10,1592,511,197,43,185,0,5,.300,0.66,0,54.00
