player,team,age,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies
Robby Ahlstrom,Texas Rangers,27,5,0,6,7,0,0,0,0,4,1,0,4,0,.190,21,.227,.190,.417,0,1,1.000,.000,1,89,0.00,6.0,0,0,0,0,0,0,0,0.83,22,18,5,0,0,59,.660,0,0,0,0,4,0.86,.---,14.83,2,4.00,6.00,1.50,6.00,0.00,0.00,5,3,0,0,0
Logan Allen,Cleveland Guardians,27,1,0,3,3,2,1,0,0,7,1,0,5,0,.278,18,.316,.333,.649,0,0,.---,.---,0,83,0.00,4.0,0,0,0,0,0,0,0,1.50,19,12,1,0,0,50,.600,0,0,0,0,6,1.00,.---,20.75,1,7.00,15.75,2.25,11.25,4.50,0.00,0,0,0,0,0
Tanner Andrews,Toronto Blue Jays,30,2,0,3,4,0,0,0,0,1,2,0,1,0,.111,9,.273,.111,.384,0,0,.---,.---,1,43,0.00,3.0,0,0,0,0,0,0,0,1.00,11,9,2,0,0,22,.510,0,0,0,0,1,0.75,.---,14.33,2,0.50,3.00,6.00,3.00,0.00,0.00,0,0,0,0,0
Mason Barnett,Athletics,25,4,0,6,9,0,1,0,0,13,4,0,3,0,.097,31,.200,.129,.329,1,0,.000,1.000,0,150,0.00,9.2,1,0,1,1,0,0,0,0.72,35,29,4,0,0,89,.590,0,0,0,0,4,0.67,1.000,15.52,2,3.25,12.10,3.72,2.79,0.00,0.00,1,0,0,0,0
Ty Blach,Chicago Cubs,35,1,0,4,2,0,0,0,0,2,0,0,1,0,.111,9,.111,.111,.222,0,0,.---,.---,0,30,0.00,3.0,0,0,0,0,0,0,0,0.33,9,9,1,0,0,22,.730,0,0,0,0,1,2.00,.---,10.00,1,-.--,6.00,0.00,3.00,0.00,0.00,0,0,0,0,0
Cam Booser,Tampa Bay Rays,34,4,0,0,8,0,0,0,0,7,2,0,3,0,.167,18,.250,.167,.417,1,0,.000,1.000,0,81,0.00,5.1,0,0,0,0,1,0,0,0.94,20,16,4,0,0,55,.680,0,0,0,0,3,0.00,.---,15.19,1,3.50,11.81,3.38,5.06,0.00,0.00,2,0,0,0,0
Tyler Callihan,Pittsburgh Pirates,26,1,0,1,2,0,0,0,0,0,1,0,1,0,.250,4,.400,.250,.650,0,0,.---,.---,0,17,0.00,1.0,0,0,0,0,0,0,0,2.00,5,3,1,0,0,7,.410,0,0,0,0,1,0.50,.---,17.00,1,0.00,0.00,9.00,9.00,0.00,0.00,0,0,0,0,0
Carlos Cortes,Athletics,29,2,0,4,2,0,1,0,0,0,2,0,1,0,.143,7,.333,.286,.619,0,0,.---,.---,0,28,0.00,2.0,0,0,0,0,0,0,0,1.50,9,6,2,0,0,17,.610,0,0,1,0,2,2.00,.---,14.00,2,0.00,0.00,9.00,4.50,0.00,0.00,0,0,0,0,0
Jeff Criswell,Colorado Rockies,27,2,0,1,3,0,0,0,0,2,2,0,1,0,.143,7,.333,.143,.476,0,0,.---,.---,0,49,0.00,2.0,0,0,0,0,0,0,0,1.50,9,6,2,0,0,27,.550,0,0,0,0,1,0.33,.---,24.50,0,1.00,9.00,9.00,4.50,0.00,0.00,0,0,0,0,0
Yovanny Cruz,New York Yankees,26,2,0,1,3,0,1,0,0,3,0,0,1,1,.125,8,.222,.250,.472,0,0,.---,.---,0,26,0.00,2.1,0,0,0,0,0,0,0,0.43,9,7,2,0,0,19,.730,1,0,0,0,2,0.33,.---,11.14,1,-.--,11.57,0.00,3.86,0.00,0.00,0,0,0,0,0
Nick Davila,Seattle Mariners,27,9,0,10,11,1,1,0,0,6,6,0,4,1,.129,31,.289,.161,.450,1,0,.000,1.000,0,154,0.00,9.2,0,0,1,1,1,0,0,1.03,38,29,9,0,0,95,.620,1,0,0,0,5,0.91,.---,15.93,4,1.00,5.59,5.59,3.72,0.93,0.00,3,0,0,0,0
Duncan Davitt,Chicago White Sox,26,1,0,1,1,0,0,0,0,0,1,0,0,0,.000,2,.333,.000,.333,0,0,.---,.---,1,14,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,8,.570,0,0,0,0,0,1.00,.---,14.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,0,0,0
Daniel Duarte,New York Mets,29,2,0,4,3,0,0,0,0,2,0,0,1,0,.100,10,.100,.100,.200,1,0,.000,1.000,0,41,0.00,3.1,0,0,0,0,0,0,0,0.30,10,10,2,0,0,31,.760,0,0,0,0,1,1.33,.---,12.30,2,-.--,5.40,0.00,2.70,0.00,0.00,1,0,0,0,0
Jose Espada,Baltimore Orioles,29,1,0,1,1,0,0,0,0,0,0,0,2,0,.500,4,.500,.500,1.000,0,0,.---,.---,1,15,0.00,1.0,0,0,0,0,0,0,0,2.00,4,3,1,0,0,10,.670,0,0,0,0,2,1.00,.---,15.00,1,-.--,0.00,0.00,18.00,0.00,0.00,0,0,0,0,0
Lazaro Estrada,Toronto Blue Jays,27,1,0,5,4,0,0,0,0,3,2,0,0,0,.000,12,.143,.000,.143,0,1,1.000,.000,0,66,0.00,4.0,0,0,0,0,0,0,0,0.50,14,12,1,0,0,44,.670,0,0,0,0,0,1.25,.---,16.50,0,1.50,6.75,4.50,0.00,0.00,0.00,0,0,0,0,0
Alec Gamboa,Boston Red Sox,29,2,0,0,2,0,0,0,0,3,0,0,0,0,.000,4,.000,.000,.000,0,0,.---,.---,0,20,0.00,1.2,0,0,0,0,0,0,0,0.00,5,5,2,0,0,14,.700,0,0,0,0,0,0.00,.---,12.00,2,-.--,16.20,0.00,0.00,0.00,0.00,2,1,0,0,1
Josh Hader,Houston Astros,32,5,0,5,3,0,0,0,0,7,1,0,0,0,.000,15,.063,.000,.063,0,0,.---,.---,0,78,0.00,5.0,1,0,2,2,0,0,0,0.20,16,15,5,0,0,57,.730,0,0,0,0,0,1.67,1.000,15.60,3,7.00,12.60,1.80,0.00,0.00,0.00,0,0,0,0,0
Sam Haggerty,Texas Rangers,32,1,0,2,0,0,0,0,0,0,0,0,0,1,.000,2,.333,.000,.333,0,0,.---,.---,1,6,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,5,.830,1,0,0,0,0,2.00,.---,6.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Welinton Herrera,Colorado Rockies,22,3,0,2,3,0,0,0,0,2,1,0,2,0,.222,9,.300,.222,.522,0,0,.---,.---,0,45,0.00,2.1,0,0,0,0,0,0,0,1.29,10,7,3,0,0,28,.620,0,0,0,0,2,0.67,.---,19.29,1,2.00,7.71,3.86,7.71,0.00,0.00,0,0,0,0,0
P.J. Higgins,Cincinnati Reds,33,1,0,0,2,0,0,0,0,1,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,7,.700,0,0,0,0,0,0.00,.---,10.00,1,-.--,9.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Tommy Kahnle,Boston Red Sox,36,3,0,1,6,0,0,0,0,3,2,0,4,0,.286,14,.375,.286,.661,0,0,.---,.---,0,59,0.00,4.0,0,0,0,0,0,0,0,1.50,16,12,3,0,0,40,.680,0,0,0,0,4,0.17,.---,14.75,2,1.50,6.75,4.50,9.00,0.00,0.00,0,0,0,0,0
James Karinchak,Atlanta Braves,30,1,0,0,2,0,1,0,0,1,0,0,1,0,.250,4,.250,.500,.750,0,0,.---,.---,0,19,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,12,.630,0,0,0,0,2,0.00,.---,19.00,1,-.--,9.00,0.00,9.00,0.00,0.00,0,0,0,0,0
William Kempner,Miami Marlins,25,5,0,5,7,0,0,0,0,8,2,0,3,0,.130,23,.200,.130,.330,0,0,.---,.---,0,97,0.00,6.2,1,0,0,0,0,0,0,0.75,25,20,5,0,0,62,.640,0,0,0,0,3,0.71,1.000,14.55,1,4.00,10.80,2.70,4.05,0.00,0.00,4,0,0,0,0
Jared Koenig,Milwaukee Brewers,32,3,0,3,1,2,2,0,0,4,2,2,3,0,.273,11,.385,.455,.840,0,0,.---,.---,0,46,0.00,2.1,0,0,0,0,1,0,0,2.14,13,7,3,0,0,29,.630,0,0,1,0,5,3.00,.---,19.71,0,2.00,15.43,7.71,11.57,7.71,0.00,2,2,0,0,0
Brooks Kriske,Athletics,32,2,0,2,4,0,0,0,0,2,1,0,2,0,.200,10,.273,.200,.473,0,0,.---,.---,0,38,0.00,2.2,0,0,0,0,0,0,0,1.13,11,8,2,0,0,25,.660,0,0,0,0,2,0.50,.---,14.25,1,2.00,6.75,3.38,6.75,0.00,0.00,1,0,0,0,0
Jorge Mateo,Atlanta Braves,31,1,0,0,3,0,0,0,0,0,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,.---,0,11,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,6,.550,0,0,0,0,1,0.00,.---,11.00,1,-.--,0.00,0.00,9.00,0.00,0.00,0,0,0,0,0
Chayce McDermott,Los Angeles Dodgers,27,1,0,0,2,0,0,0,0,1,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,.---,0,16,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,8,.500,0,0,0,0,1,0.00,.---,16.00,1,-.--,9.00,0.00,9.00,0.00,0.00,0,0,0,0,0
Easton McGee,Milwaukee Brewers,28,2,0,3,0,0,1,0,0,1,1,0,1,0,.200,5,.333,.400,.733,0,0,.---,.---,2,22,0.00,2.0,0,0,0,0,0,0,0,1.00,6,6,2,0,0,13,.590,0,0,0,0,2,3.00,.---,11.00,2,1.00,4.50,4.50,4.50,0.00,0.00,2,1,0,0,0
Reese McGuire,Chicago White Sox,31,1,0,0,3,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,8,.890,0,0,0,0,0,0.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Victor Mederos,Atlanta Braves,25,1,0,2,3,0,0,0,0,0,1,0,0,0,.000,5,.167,.000,.167,0,0,.---,.---,1,25,0.00,2.0,0,0,0,0,0,0,0,0.50,6,6,1,0,0,14,.560,0,0,0,0,0,0.67,.---,12.50,1,0.00,0.00,4.50,0.00,0.00,0.00,0,0,0,0,0
A.J. Minter,New York Mets,32,7,0,6,8,1,0,0,0,6,1,0,4,0,.167,24,.200,.167,.367,1,1,.500,.500,0,99,0.00,6.2,0,1,0,0,0,0,0,0.75,25,20,7,0,0,65,.660,0,0,0,0,4,0.75,.000,14.85,4,6.00,8.10,1.35,5.40,1.35,0.00,3,0,0,0,0
Anthony Molina,Atlanta Braves,24,1,0,4,1,0,0,0,0,0,1,0,0,0,.000,5,.167,.000,.167,0,0,.---,.---,1,26,0.00,2.0,0,0,0,0,0,0,0,0.50,6,6,1,0,0,15,.580,0,0,0,0,0,4.00,.---,13.00,0,0.00,0.00,4.50,0.00,0.00,0.00,0,0,0,0,0
Samy Natera Jr.,Los Angeles Angels,26,3,0,0,8,0,0,0,0,6,3,0,0,0,.000,14,.176,.000,.176,0,0,.---,.---,0,69,0.00,4.2,0,0,0,0,1,0,0,0.64,17,14,3,0,0,46,.670,0,0,2,0,0,0.00,.---,14.79,0,2.00,11.57,5.79,0.00,0.00,0.00,1,0,0,0,0
Eduardo Rivera,Boston Red Sox,23,1,0,4,2,0,0,0,0,3,0,0,1,0,.100,10,.100,.100,.200,0,0,.---,.---,1,41,0.00,3.1,0,0,0,0,0,0,0,0.30,10,10,1,0,0,26,.630,0,0,0,0,1,2.00,.---,12.30,1,-.--,8.10,0.00,2.70,0.00,0.00,0,0,0,0,0
Jake Rogers,Detroit Tigers,31,2,0,1,2,0,0,0,0,1,0,0,2,0,.333,6,.333,.333,.666,0,0,.---,.---,0,20,0.00,1.1,0,0,0,0,0,0,0,1.50,6,4,2,0,0,12,.600,0,0,0,0,2,0.50,.---,15.00,2,-.--,6.75,0.00,13.50,0.00,0.00,3,0,0,0,0
Michael Rucker,Seattle Mariners,32,1,0,1,1,0,0,0,0,1,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,7,.780,0,0,0,0,0,1.00,.---,9.00,1,-.--,9.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Yacksel Ríos,Chicago Cubs,33,1,0,1,2,0,0,0,0,2,0,0,0,0,.000,5,.000,.000,.000,0,0,.---,.---,0,13,0.00,1.2,0,0,0,0,0,0,0,0.00,5,5,1,0,0,10,.770,0,0,0,0,0,0.50,.---,7.80,1,-.--,10.80,0.00,0.00,0.00,0.00,0,0,0,0,0
Javier Sanoja,Miami Marlins,23,2,0,0,5,0,1,0,0,1,0,0,1,0,.143,7,.143,.286,.429,0,0,.---,.---,0,22,0.00,2.0,0,0,0,0,0,0,0,0.50,7,6,2,0,0,15,.680,0,0,0,0,2,0.00,.---,11.00,2,-.--,4.50,0.00,4.50,0.00,0.00,0,0,0,0,0
Dylan Smith,San Francisco Giants,26,6,0,3,7,0,0,0,0,6,2,0,1,0,.059,17,.158,.059,.217,0,1,1.000,.000,0,80,0.00,5.0,0,0,1,1,0,0,0,0.60,19,15,6,0,0,51,.640,0,0,1,0,1,0.43,.---,16.00,3,3.00,10.80,3.60,1.80,0.00,0.00,5,1,0,0,0
Drew Sommers,Detroit Tigers,25,6,0,4,3,0,0,0,0,7,3,1,2,1,.133,15,.316,.133,.449,0,0,.---,.---,0,84,0.00,4.2,0,0,0,0,1,0,0,1.07,20,14,6,0,0,55,.650,1,0,1,0,2,1.33,.---,18.00,0,2.33,13.50,5.79,3.86,0.00,0.00,4,3,0,1,0
Brock Stewart,Los Angeles Dodgers,34,2,0,2,1,0,0,0,0,3,1,0,0,0,.000,6,.143,.000,.143,0,0,.---,.---,0,28,0.00,2.0,0,0,0,0,1,0,0,0.50,7,6,2,0,0,16,.570,0,0,0,0,0,2.00,.---,14.00,1,3.00,13.50,4.50,0.00,0.00,0.00,1,0,0,0,0
Hunter Stratton,Atlanta Braves,29,1,0,1,0,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,1,12,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,9,.750,0,0,0,0,1,1.00,.---,12.00,1,-.--,9.00,0.00,9.00,0.00,0.00,0,0,0,0,0
Garrett Stubbs,Philadelphia Phillies,33,1,0,0,3,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,5,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,3,.600,0,0,0,0,0,0.00,.---,5.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Sean Sullivan,Colorado Rockies,23,1,1,1,6,0,1,0,0,2,0,0,2,1,.182,11,.250,.273,.523,0,0,.---,.---,0,49,0.00,3.0,0,0,0,0,0,0,0,0.67,12,9,1,0,0,33,.670,1,0,0,0,3,0.17,.---,16.33,0,-.--,6.00,0.00,6.00,0.00,0.00,0,0,0,0,0
Logan VanWey,Houston Astros,27,3,0,0,4,0,0,0,0,5,0,0,1,0,.100,10,.100,.100,.200,0,0,.---,.---,0,41,0.00,3.0,0,0,0,0,0,0,0,0.33,10,9,3,0,0,31,.760,0,0,0,0,1,0.00,.---,13.67,3,-.--,15.00,0.00,3.00,0.00,0.00,0,0,0,0,0
Vince Velasquez,Chicago Cubs,34,1,0,1,5,0,1,0,0,1,0,0,1,0,.125,8,.125,.250,.375,0,0,.---,.---,0,31,0.00,2.1,0,0,0,0,0,0,0,0.43,8,7,1,0,0,22,.710,0,0,1,0,2,0.20,.---,13.29,1,-.--,3.86,0.00,3.86,0.00,0.00,1,1,0,0,0
Jacob Waguespack,Detroit Tigers,32,1,0,1,1,0,0,0,0,1,1,0,1,0,.250,4,.400,.250,.650,0,0,.---,.---,0,20,0.00,1.0,0,0,0,0,0,0,0,2.00,5,3,1,0,0,11,.550,0,0,0,0,1,1.00,.---,20.00,0,1.00,9.00,9.00,9.00,0.00,0.00,0,0,0,0,0
Cameron Weston,Baltimore Orioles,25,1,0,1,0,0,0,0,0,1,1,0,0,0,.000,2,.333,.000,.333,0,0,.---,.---,1,17,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,11,.650,0,0,0,0,0,1.00,.---,17.00,1,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0
Aroldis Chapman,Boston Red Sox,38,21,0,16,17,1,4,0,0,28,9,0,10,1,.141,71,.247,.197,.444,1,3,.750,.250,1,312,0.44,20.2,0,1,14,14,0,0,1,0.92,81,62,21,0,0,204,.650,1,0,1,0,14,0.94,.000,15.10,17,3.11,12.19,3.92,4.35,0.44,0.00,2,2,0,0,0
Matt Brash,Seattle Mariners,28,20,0,16,16,2,2,0,0,15,6,1,8,3,.151,53,.270,.189,.459,1,0,.000,1.000,1,262,0.54,16.2,3,0,0,2,6,2,1,0.84,64,50,20,0,0,155,.590,3,0,1,0,10,1.00,1.000,15.72,1,2.50,8.10,3.24,4.32,1.08,0.00,8,2,0,1,1
