player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,25,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Michael Stefanic,Athletics,30,10,5,3,3,1,0,0,3,2,0,7,0,.389,18,.450,.444,.894,0,0,.---,.---,0,81,20,8,2,9,0,0,.467,1.67,0,-.--
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Gustavo Campero,Los Angeles Angels,28,4,0,4,0,1,0,0,4,0,0,4,0,.364,11,.333,.455,.788,0,0,.---,.---,0,50,12,5,2,4,0,1,.500,0.00,0,-.--
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Brett Bateman,Toronto Blue Jays,24,29,37,18,17,5,1,1,26,11,0,40,2,.339,118,.402,.424,.826,0,3,1.000,.000,0,497,134,50,9,38,2,1,.424,2.06,0,118.00
Adael Amador,Colorado Rockies,23,13,10,10,11,2,0,3,7,5,1,13,0,.333,39,.409,.615,1.024,0,0,.---,.---,0,178,45,24,10,12,1,0,.345,1.00,0,13.00
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Brewer Hicklen,Atlanta Braves,30,14,3,3,8,4,0,0,10,6,0,8,0,.333,24,.467,.500,.967,0,0,.---,.---,0,118,30,12,3,10,0,0,.571,1.00,0,-.--
Vimael Machín,Colorado Rockies,32,2,0,0,0,0,0,0,2,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,11,3,1,0,0,0,0,1.000,-.--,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Bryan De La Cruz,Philadelphia Phillies,29,27,14,13,9,3,0,2,14,4,0,19,2,.328,58,.379,.483,.862,0,0,.---,.---,2,260,66,28,12,23,0,2,.386,1.08,0,29.00
Leo Bernal,St. Louis Cardinals,22,10,8,12,7,2,0,2,7,4,0,13,0,.325,40,.386,.525,.911,1,0,.000,1.000,1,145,44,21,12,16,0,0,.355,0.67,0,20.00
Luis Arraez,Philadelphia Phillies,29,140,153,218,66,30,7,6,26,29,4,177,5,.318,556,.350,.430,.780,1,10,.909,.091,14,2279,608,239,59,185,6,12,.319,0.70,0,92.67
Andrew Vaughn,Milwaukee Brewers,28,100,69,73,33,18,2,6,50,34,1,87,6,.314,277,.398,.458,.856,0,0,.---,.---,8,1308,319,127,43,150,0,2,.363,0.95,0,46.17
Yordan Alvarez,Houston Astros,29,145,88,164,95,30,1,38,113,100,32,162,10,.310,522,.427,.590,1.017,0,1,1.000,.000,6,2409,637,308,96,159,0,5,.330,0.54,0,13.74
Samad Taylor,San Diego Padres,27,34,30,13,17,2,2,1,38,13,0,35,1,.310,113,.386,.389,.775,2,8,.800,.200,2,530,130,44,11,41,3,0,.459,2.31,0,113.00
Alex Jackson,Minnesota Twins,30,32,13,10,12,4,0,1,24,2,0,21,2,.309,68,.347,.412,.759,0,0,.---,.---,0,266,72,28,5,25,0,0,.465,1.30,0,68.00
Trey Mancini,Los Angeles Angels,34,5,4,3,1,0,1,0,3,0,0,4,0,.308,13,.286,.462,.748,0,0,.---,.---,1,49,14,6,4,8,0,1,.364,1.33,0,-.--
Otto Lopez,Miami Marlins,27,144,176,154,88,31,9,10,80,33,0,177,7,.307,576,.346,.444,.790,5,30,.857,.143,13,2295,627,256,66,222,0,11,.336,1.14,0,57.60
