player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,11,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Angel Genao,Cleveland Guardians,22,2,1,2,2,0,0,0,1,0,0,5,0,.556,9,.556,.556,1.112,0,0,.---,.---,0,24,9,5,1,1,0,0,.625,0.50,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Andrew Pinckney,Washington Nationals,25,2,1,0,2,0,0,1,0,0,0,1,0,.500,2,.500,2.000,2.500,0,0,.---,.---,0,6,2,4,1,1,0,0,.000,1.00,0,2.00
Bryan De La Cruz,Philadelphia Phillies,29,11,3,6,4,1,0,2,5,2,0,9,2,.429,21,.481,.762,1.243,0,0,.---,.---,1,86,27,16,6,8,0,2,.438,0.50,0,10.50
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Eduardo Valencia,Detroit Tigers,26,12,8,3,9,3,0,4,9,0,0,14,1,.412,34,.429,.853,1.282,0,0,.---,.---,2,135,35,29,11,15,0,0,.476,2.67,0,8.50
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,8,2,2,5,4,0,0,8,4,0,7,0,.368,19,.478,.579,1.057,0,0,.---,.---,0,92,23,11,3,10,0,0,.636,1.00,0,-.--
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Max Clark,Detroit Tigers,21,6,2,5,4,2,0,1,9,4,0,8,1,.333,24,.448,.542,.990,0,0,.---,.---,0,130,29,13,4,10,0,0,.500,0.40,0,24.00
George Lombard Jr.,New York Yankees,21,2,2,0,1,0,0,1,2,1,0,2,0,.333,6,.429,.833,1.262,0,0,.---,.---,0,30,7,5,1,2,0,0,.333,2.00,0,6.00
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Samad Taylor,San Diego Padres,27,26,24,7,14,1,1,1,30,12,0,29,0,.330,88,.410,.398,.808,1,6,.857,.143,2,411,102,35,11,30,2,0,.491,3.43,0,88.00
Yordan Alvarez,Houston Astros,29,114,67,127,78,24,0,35,87,81,23,136,6,.329,414,.442,.640,1.082,0,1,1.000,.000,5,1921,504,265,85,135,0,3,.342,0.53,0,11.83
Luis Arraez,Philadelphia Phillies,29,108,123,163,54,25,7,5,21,25,4,141,4,.326,433,.361,.450,.811,0,10,1.000,.000,8,1771,477,195,47,114,6,9,.327,0.75,0,86.60
