player,team,age,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies
Troy Johnston,Colorado Rockies,29,2,0,3,3,0,0,0,0,0,1,0,1,1,.143,7,.333,.143,.476,0,0,.---,.---,0,35,0.00,2.0,0,0,0,0,0,0,0,1.00,9,6,2,0,0,24,.690,1,0,0,0,1,1.00,.---,17.50,2,0.00,0.00,4.50,4.50,0.00,0.00,1,0,0,0,0
Antoine Kelly,Chicago Cubs,26,1,0,2,0,0,0,0,0,1,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,.---,1,18,0.00,1.1,0,0,0,0,0,0,0,0.75,4,4,1,0,0,10,.560,0,0,0,0,0,2.00,.---,13.50,1,1.00,6.75,6.75,0.00,0.00,0.00,2,0,0,0,0
Brooks Kriske,Athletics,32,2,0,2,4,0,0,0,0,2,1,0,2,0,.200,10,.273,.200,.473,0,0,.---,.---,0,38,0.00,2.2,0,0,0,0,0,0,0,1.13,11,8,2,0,0,25,.660,0,0,0,0,2,0.50,.---,14.25,1,2.00,6.75,3.38,6.75,0.00,0.00,1,0,0,0,0
Nate Lavender,New York Mets,26,10,0,6,12,0,1,0,0,12,2,0,3,0,.091,33,.143,.121,.264,0,0,.---,.---,1,118,0.00,10.1,1,0,0,1,6,1,0,0.48,35,31,10,0,0,88,.750,0,0,0,0,4,0.50,1.000,11.42,0,6.00,10.45,1.74,2.61,0.00,0.00,10,3,0,0,0
Luke Maile,Kansas City Royals,35,1,0,1,2,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,8,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,5,.630,0,0,0,0,0,0.50,.---,8.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Justin Martinez,Arizona Diamondbacks,24,4,0,4,3,2,0,0,0,4,3,0,1,1,.083,12,.313,.083,.396,1,1,.500,.500,0,81,0.00,3.2,1,0,0,0,0,0,0,1.09,16,11,4,0,0,45,.560,1,0,1,0,1,1.33,1.000,22.09,2,1.33,9.82,7.36,2.45,4.91,0.00,0,0,0,0,0
Reese McGuire,Chicago White Sox,31,1,0,0,3,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,8,.890,0,0,0,0,0,0.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Jake Meyers,Houston Astros,30,1,0,3,0,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,5,.560,0,0,0,0,0,3.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Noah Murdock,Pittsburgh Pirates,27,3,0,3,2,0,0,0,0,4,3,0,3,0,.273,11,.400,.273,.673,0,0,.---,.---,1,64,0.00,3.1,0,0,0,0,0,0,0,1.80,15,10,3,0,0,38,.590,0,0,1,0,3,1.50,.---,19.20,1,1.33,10.80,8.10,8.10,0.00,0.00,6,3,0,0,1
Wyatt Olds,Boston Red Sox,26,6,0,6,6,3,0,0,0,8,3,0,4,0,.167,24,.259,.167,.426,0,4,1.000,.000,1,102,0.00,6.0,1,0,0,1,0,1,0,1.17,27,18,6,0,0,65,.640,0,0,1,0,4,1.00,1.000,17.00,5,2.67,12.00,4.50,6.00,4.50,0.00,2,0,0,0,0
Jack Ralston,Miami Marlins,28,3,0,8,2,0,0,0,0,3,0,0,2,0,.133,15,.133,.133,.266,0,0,.---,.---,0,56,0.00,4.1,0,0,0,0,1,0,0,0.46,15,13,3,0,0,41,.730,0,0,0,0,2,4.00,.---,12.92,0,-.--,6.23,0.00,4.15,0.00,0.00,0,0,0,0,0
Manuel Rodríguez,Tampa Bay Rays,29,3,0,2,2,0,1,0,0,5,4,1,2,0,.200,10,.429,.300,.729,0,2,1.000,.000,0,63,0.00,3.0,0,0,0,0,2,0,0,2.00,15,9,3,0,0,37,.590,0,0,0,0,3,1.00,.---,21.00,0,1.25,15.00,12.00,6.00,0.00,0.00,0,0,0,1,0
Jake Rogers,Detroit Tigers,31,3,0,2,2,0,1,0,0,3,1,0,3,1,.300,10,.417,.400,.817,0,0,.---,.---,0,43,0.00,2.1,0,0,0,0,0,0,0,1.71,12,7,3,0,0,23,.530,1,0,0,0,4,1.00,.---,18.43,3,3.00,11.57,3.86,11.57,0.00,0.00,3,0,0,0,0
Josh Rojas,Kansas City Royals,32,1,0,1,2,0,0,0,0,0,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,.---,0,13,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,7,.540,0,0,0,0,1,0.50,.---,13.00,1,-.--,0.00,0.00,9.00,0.00,0.00,0,0,0,0,0
Braxton Roxby,San Francisco Giants,27,1,0,1,1,0,0,0,0,1,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,17,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,12,.710,0,0,0,0,0,1.00,.---,17.00,1,-.--,9.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Yacksel Ríos,Chicago Cubs,33,1,0,1,2,0,0,0,0,2,0,0,0,0,.000,5,.000,.000,.000,0,0,.---,.---,0,13,0.00,1.2,0,0,0,0,0,0,0,0.00,5,5,1,0,0,10,.770,0,0,0,0,0,0.50,.---,7.80,1,-.--,10.80,0.00,0.00,0.00,0.00,0,0,0,0,0
Max Schuemann,New York Yankees,29,1,0,1,2,0,0,0,0,0,1,0,1,0,.250,4,.400,.250,.650,0,0,.---,.---,0,14,0.00,1.0,0,0,0,0,0,0,0,2.00,5,3,1,0,0,7,.500,0,0,0,0,1,0.50,.---,14.00,1,0.00,0.00,9.00,9.00,0.00,0.00,0,0,0,0,0
Zack Short,New York Mets,31,1,0,1,2,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,7,.700,0,0,0,0,0,0.50,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Garrett Stallings,Milwaukee Brewers,28,4,0,5,10,0,0,0,0,9,3,0,3,0,.111,27,.200,.111,.311,0,1,1.000,.000,0,122,0.00,8.0,0,0,0,0,0,0,0,0.75,30,24,4,0,0,76,.620,0,0,0,0,3,0.50,.---,15.25,3,3.00,10.13,3.38,3.38,0.00,0.00,1,1,0,0,0
Gary Sánchez,Milwaukee Brewers,33,2,0,4,2,0,0,0,0,0,0,0,4,0,.400,10,.400,.400,.800,0,0,.---,.---,0,33,0.00,2.0,0,0,0,0,0,0,0,2.00,10,6,2,0,0,20,.610,0,0,0,0,4,2.00,.---,16.50,2,-.--,0.00,0.00,18.00,0.00,0.00,0,0,0,0,0
Erik Tolman,Washington Nationals,27,4,0,6,3,0,0,0,0,4,2,0,3,0,.188,16,.278,.188,.466,0,0,.---,.---,1,73,0.00,4.2,0,0,0,0,1,0,0,1.07,18,14,4,0,0,50,.680,0,0,0,0,3,2.00,.---,15.64,0,2.00,7.71,3.86,5.79,0.00,0.00,0,0,0,0,0
Bryan Torres,St. Louis Cardinals,28,1,0,0,6,0,0,0,0,0,1,0,1,0,.143,7,.250,.143,.393,0,0,.---,.---,0,18,0.00,2.0,0,0,0,0,0,0,0,1.00,8,6,1,0,0,10,.560,0,0,0,0,1,0.00,.---,9.00,1,0.00,0.00,4.50,4.50,0.00,0.00,0,0,0,0,0
Vince Velasquez,Chicago Cubs,34,2,0,3,6,0,1,0,0,1,0,0,1,0,.091,11,.091,.182,.273,0,0,.---,.---,0,43,0.00,3.1,0,0,0,0,0,0,0,0.30,11,10,2,0,0,29,.670,0,0,1,0,2,0.50,.---,12.90,2,-.--,2.70,0.00,2.70,0.00,0.00,1,1,0,0,0
Cameron Weston,Baltimore Orioles,25,1,0,1,0,0,0,0,0,1,1,0,0,0,.000,2,.333,.000,.333,0,0,.---,.---,1,17,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,11,.650,0,0,0,0,0,1.00,.---,17.00,1,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0
Cade Winquest,St. Louis Cardinals,26,1,0,3,0,0,0,0,0,2,1,0,0,0,.000,5,.167,.000,.167,1,0,.000,1.000,0,24,0.00,2.0,0,0,0,0,0,0,0,0.50,6,6,1,0,0,16,.670,0,0,0,0,0,3.00,.---,12.00,0,2.00,9.00,4.50,0.00,0.00,0.00,0,0,0,0,0
Guillo Zuñiga,New York Mets,27,1,0,0,2,0,0,0,0,1,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,.---,0,18,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,11,.610,0,0,0,0,0,0.00,.---,18.00,0,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0
Matt Brash,Seattle Mariners,28,20,0,16,16,2,2,0,0,15,6,1,8,3,.151,53,.270,.189,.459,1,0,.000,1.000,1,262,0.54,16.2,3,0,0,2,6,2,1,0.84,64,50,20,0,0,155,.590,3,0,1,0,10,1.00,1.000,15.72,1,2.50,8.10,3.24,4.32,1.08,0.00,8,2,0,1,1
Robert Suarez,Atlanta Braves,35,31,0,36,31,2,1,0,1,26,6,0,21,0,.184,114,.225,.219,.444,0,3,1.000,.000,4,466,0.56,32.0,4,0,4,5,12,1,2,0.84,121,96,31,0,0,308,.660,0,0,1,0,25,1.16,1.000,14.56,6,4.33,7.31,1.69,5.91,0.56,0.28,8,1,1,0,0
Josh Hader,Houston Astros,32,37,0,23,38,3,3,0,1,48,11,0,14,0,.114,123,.187,.163,.350,0,1,1.000,.000,0,540,0.74,36.1,4,1,21,21,0,0,3,0.69,134,109,37,0,0,371,.690,0,0,0,0,20,0.61,.800,14.86,30,4.36,11.89,2.72,3.47,0.74,0.25,3,0,0,0,0
Hagen Smith,Chicago White Sox,22,8,0,8,9,2,1,0,1,16,10,0,3,0,.083,36,.283,.194,.477,0,0,.---,.---,0,209,0.82,11.0,2,1,0,0,1,0,1,1.18,46,33,8,0,0,125,.600,0,0,2,0,7,0.89,.667,19.00,1,1.60,13.09,8.18,2.45,1.64,0.82,5,0,0,0,0
Alex McFarlane,Philadelphia Phillies,25,9,0,12,6,3,0,0,0,9,5,0,5,0,.161,31,.278,.161,.439,0,1,1.000,.000,1,144,0.96,9.1,4,1,0,0,1,0,1,1.07,37,28,9,0,0,90,.630,0,0,0,0,5,2.00,.800,15.43,3,1.80,8.68,4.82,4.82,2.89,0.00,1,0,0,1,0
Gerardo Carrillo,Arizona Diamondbacks,27,11,0,14,14,3,3,0,0,20,14,1,10,0,.172,58,.333,.224,.557,0,2,1.000,.000,3,285,1.06,17.0,3,1,0,0,0,0,2,1.41,73,51,11,0,0,163,.570,0,0,1,0,13,1.00,.750,16.76,2,1.43,10.59,7.41,5.29,1.59,0.00,2,2,1,0,0
Alimber Santa,Houston Astros,23,10,0,19,17,6,1,0,1,9,6,0,8,0,.160,50,.237,.240,.477,1,0,.000,1.000,1,238,1.17,15.1,0,1,0,0,0,0,2,0.91,59,46,10,0,0,147,.620,0,1,0,0,12,1.12,.000,15.52,4,1.50,5.28,3.52,4.70,3.52,0.59,4,2,0,0,3
Louis Varland,Toronto Blue Jays,28,62,0,72,44,18,8,0,2,84,18,1,49,0,.200,245,.252,.257,.509,2,5,.714,.286,7,1077,1.18,68.2,5,4,31,32,5,1,9,0.98,267,206,62,0,0,726,.670,0,0,3,0,63,1.64,.556,15.68,44,4.67,11.01,2.36,6.42,2.36,0.26,30,4,0,1,3
Alec Gamboa,Boston Red Sox,29,13,2,26,23,4,5,0,1,15,6,0,15,0,.197,76,.250,.303,.553,0,1,1.000,.000,2,298,1.23,22.0,1,0,1,1,1,0,3,0.95,85,66,13,0,0,199,.670,0,0,0,0,23,1.13,1.000,13.55,10,2.50,6.14,2.45,6.14,1.64,0.41,8,5,0,1,2
Mason Miller,San Diego Padres,27,55,0,34,31,10,2,0,2,104,20,1,28,2,.143,196,.228,.184,.412,1,7,.875,.125,2,941,1.26,57.1,4,2,32,34,0,2,8,0.84,219,172,55,0,0,616,.650,2,0,5,0,36,1.10,.667,16.41,47,5.20,16.33,3.14,4.40,1.57,0.31,12,3,0,0,1
Yerry De los Santos,New York Yankees,28,15,0,23,22,7,1,0,2,15,8,1,16,0,.216,74,.293,.311,.604,0,2,1.000,.000,2,315,1.35,20.0,1,0,0,0,0,0,3,1.20,84,60,15,0,0,208,.660,0,0,0,0,23,1.05,1.000,15.75,3,1.88,6.75,3.60,7.20,3.15,0.90,12,1,0,2,0
