player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,16,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,8,2,2,5,4,0,0,8,4,0,7,0,.368,19,.478,.579,1.057,0,0,.---,.---,0,92,23,11,3,10,0,0,.636,1.00,0,-.--
Daz Cameron,Toronto Blue Jays,29,3,2,2,2,1,0,1,3,0,0,4,0,.364,11,.364,.727,1.091,0,0,.---,.---,0,42,11,8,2,1,0,0,.429,1.00,0,11.00
Bryan De La Cruz,Philadelphia Phillies,29,17,6,8,4,1,0,2,8,2,0,11,2,.355,31,.405,.581,.986,0,0,.---,.---,1,132,37,18,8,14,0,2,.391,0.75,0,15.50
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Eduardo Valencia,Detroit Tigers,26,22,14,8,12,6,0,6,18,1,0,21,1,.344,61,.365,.738,1.103,0,0,.---,.---,3,255,63,45,17,30,0,0,.405,1.75,0,10.17
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
