player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
DaShawn Keirsey Jr.,Atlanta Braves,29,2,0,0,2,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,1,1,1,0,0,0,0,1.000,-.--,0,-.--
Victor Mederos,Atlanta Braves,25,26,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Vimael Machín,Colorado Rockies,32,3,1,0,0,0,0,0,2,0,0,3,0,.500,6,.500,.500,1.000,0,0,.---,.---,0,24,6,3,0,0,0,0,.750,1.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Gustavo Campero,Los Angeles Angels,28,4,0,4,0,1,0,0,4,0,0,4,0,.364,11,.333,.455,.788,0,0,.---,.---,0,50,12,5,2,4,0,1,.500,0.00,0,-.--
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Michael Stefanic,Athletics,30,13,6,3,3,1,0,0,4,2,0,7,0,.350,20,.409,.400,.809,0,0,.---,.---,0,92,22,8,2,10,0,0,.438,2.00,0,-.--
Brett Bateman,Toronto Blue Jays,24,34,42,21,23,5,1,2,32,14,0,46,2,.333,138,.400,.428,.828,0,3,1.000,.000,0,612,157,59,11,48,2,1,.419,2.00,0,69.00
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Brewer Hicklen,Atlanta Braves,30,16,3,3,8,5,0,0,12,7,0,9,0,.333,27,.471,.519,.990,0,0,.---,.---,0,133,34,14,3,10,0,0,.600,1.00,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Ronny Simon,Pittsburgh Pirates,26,13,11,12,7,2,0,0,5,3,0,13,0,.325,40,.372,.375,.747,0,2,1.000,.000,3,163,44,15,2,19,1,0,.371,0.92,0,-.--
Eduardo Valencia,Detroit Tigers,26,33,25,17,16,10,0,6,26,3,0,32,1,.320,100,.346,.600,.946,0,0,.---,.---,3,398,105,60,18,47,0,0,.382,1.47,1,16.67
Samad Taylor,San Diego Padres,27,39,33,19,23,3,2,1,39,15,0,41,1,.318,129,.393,.395,.788,2,10,.833,.167,2,586,148,51,14,49,3,0,.449,1.74,0,129.00
Luis Arraez,Philadelphia Phillies,29,145,159,225,66,33,7,6,27,34,4,180,5,.315,572,.351,.428,.779,1,10,.909,.091,15,2356,630,245,62,195,6,13,.315,0.71,0,95.33
Yordan Alvarez,Houston Astros,29,149,90,167,97,31,1,40,115,103,32,166,10,.311,533,.429,.598,1.027,0,1,1.000,.000,7,2466,651,319,99,165,0,5,.329,0.54,0,13.32
Andrew Vaughn,Milwaukee Brewers,28,102,70,75,33,18,2,6,52,35,1,88,6,.311,283,.396,.452,.848,0,0,.---,.---,8,1341,326,128,43,153,0,2,.361,0.93,0,47.17
Chandler Simpson,Tampa Bay Rays,25,144,210,134,65,16,6,0,46,26,1,169,0,.311,544,.339,.362,.701,14,44,.759,.241,6,1870,585,197,36,199,9,6,.335,1.57,0,-.--
Dustin Harris,San Diego Padres,26,36,28,29,16,3,3,0,14,10,0,30,1,.309,97,.373,.402,.775,1,8,.889,.111,0,403,112,39,16,39,2,2,.353,0.97,0,-.--
Alex Jackson,Minnesota Twins,30,32,13,10,12,4,0,1,24,2,0,21,2,.309,68,.347,.412,.759,0,0,.---,.---,0,266,72,28,5,25,0,0,.465,1.30,0,68.00
Michael Arroyo,Seattle Mariners,21,6,3,3,3,1,0,1,4,4,0,4,0,.308,13,.444,.615,1.059,0,1,1.000,.000,0,62,18,8,3,4,0,1,.333,1.00,0,13.00
Trey Mancini,Los Angeles Angels,34,5,4,3,1,0,1,0,3,0,0,4,0,.308,13,.286,.462,.748,0,0,.---,.---,1,49,14,6,4,8,0,1,.364,1.33,0,-.--
Gabriel Moreno,Arizona Diamondbacks,26,122,115,124,65,32,1,15,77,57,0,136,5,.307,443,.385,.485,.870,2,6,.750,.250,9,2273,514,215,75,185,0,9,.336,0.93,0,29.53
Otto Lopez,Miami Marlins,27,149,179,160,89,31,9,10,85,36,0,182,8,.306,595,.348,.439,.787,5,31,.861,.139,13,2380,650,261,69,233,0,11,.337,1.12,0,59.50
Nick Gonzales,Pittsburgh Pirates,27,141,156,116,68,26,1,6,95,41,0,160,12,.304,526,.367,.392,.759,3,7,.700,.300,15,2125,580,206,60,222,0,1,.362,1.34,0,87.67
Bryan De La Cruz,Philadelphia Phillies,29,30,17,15,10,3,0,2,16,4,0,20,2,.303,66,.351,.439,.790,0,0,.---,.---,2,291,74,29,12,29,0,2,.360,1.13,0,33.00
Blaze Alexander,Baltimore Orioles,27,93,69,53,35,13,2,4,63,19,1,79,4,.303,261,.358,.414,.772,3,10,.769,.231,5,1106,289,108,31,92,2,1,.385,1.30,2,65.25
TJ Rumfield,Colorado Rockies,26,147,137,145,62,29,3,15,82,70,0,156,10,.301,518,.393,.456,.849,0,0,.---,.---,5,2282,600,236,69,192,0,2,.333,0.94,0,34.53
Yohandy Morales,Washington Nationals,24,10,7,5,7,3,0,2,9,0,0,9,0,.300,30,.300,.600,.900,0,1,1.000,.000,0,119,30,18,4,15,0,0,.368,1.40,0,15.00
Ty France,San Diego Padres,31,124,88,106,54,23,2,20,98,34,1,121,13,.299,405,.365,.514,.879,1,1,.500,.500,10,1832,461,208,66,169,0,8,.342,0.83,1,20.25
Josh Jung,Texas Rangers,28,97,92,102,50,25,1,10,73,33,0,112,6,.298,376,.361,.449,.810,1,1,.500,.500,17,1532,418,169,38,149,0,3,.345,0.90,0,37.60
Jhonny Pereda,Seattle Mariners,30,29,19,24,11,1,0,2,17,7,0,25,1,.298,84,.355,.381,.736,0,0,.---,.---,1,388,93,32,8,35,0,1,.348,0.79,0,42.00
Jake McCarthy,Colorado Rockies,28,138,140,141,76,30,11,15,88,29,1,151,8,.295,511,.340,.485,.825,5,30,.857,.143,8,1827,558,248,80,164,4,5,.329,0.99,1,34.07
Leo Bernal,St. Louis Cardinals,22,15,13,18,8,3,0,3,12,4,0,18,0,.295,61,.338,.492,.830,1,0,.000,1.000,1,231,65,30,15,18,0,0,.326,0.72,0,20.33
Tyler Tolbert,Kansas City Royals,28,75,31,32,31,5,0,3,28,12,0,36,1,.295,122,.360,.410,.770,4,21,.840,.160,3,489,140,50,8,65,4,1,.359,0.97,0,40.67
