player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Jihwan Bae,Milwaukee Brewers,26,1,1,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,4,2,1,0,0,1,0,1.000,1.00,0,-.--
Victor Mederos,Atlanta Braves,25,12,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Andrew Pinckney,Washington Nationals,25,3,1,0,3,0,0,1,0,0,0,1,0,.500,2,.500,2.000,2.500,0,1,1.000,.000,0,6,2,4,1,1,0,0,.000,1.00,0,2.00
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Eduardo Valencia,Detroit Tigers,26,15,9,5,10,5,0,4,11,1,0,16,1,.390,41,.419,.805,1.224,0,0,.---,.---,2,173,43,33,13,20,0,0,.462,1.80,0,10.25
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Angel Genao,Cleveland Guardians,22,5,5,5,4,0,0,1,2,1,0,7,1,.368,19,.429,.526,.955,0,0,.---,.---,0,70,21,10,2,5,0,0,.375,1.00,0,19.00
Brewer Hicklen,Atlanta Braves,30,8,2,2,5,4,0,0,8,4,0,7,0,.368,19,.478,.579,1.057,0,0,.---,.---,0,92,23,11,3,10,0,0,.636,1.00,0,-.--
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Bryan De La Cruz,Philadelphia Phillies,29,12,5,7,4,1,0,2,7,2,0,9,2,.346,26,.406,.615,1.021,0,0,.---,.---,1,112,32,16,6,13,0,2,.368,0.71,0,13.00
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Samad Taylor,San Diego Padres,27,26,24,7,14,1,1,1,30,12,0,29,0,.330,88,.410,.398,.808,1,6,.857,.143,2,411,102,35,11,30,2,0,.491,3.43,0,88.00
Yordan Alvarez,Houston Astros,29,117,70,132,79,24,0,35,90,82,23,137,6,.322,426,.435,.624,1.059,0,1,1.000,.000,5,1979,517,266,86,135,0,3,.336,0.53,0,12.17
Luis Arraez,Philadelphia Phillies,29,111,124,173,56,25,7,5,23,26,4,143,4,.320,447,.355,.441,.796,0,10,1.000,.000,8,1837,493,197,48,126,6,10,.322,0.72,0,89.40
Otto Lopez,Miami Marlins,27,115,141,117,72,29,7,9,66,24,0,147,4,.318,462,.351,.470,.821,4,23,.852,.148,8,1818,499,217,53,174,0,9,.348,1.21,0,51.33
Jordan Lawlar,Arizona Diamondbacks,23,12,6,10,6,2,0,1,10,3,0,12,3,.316,38,.409,.447,.856,0,4,1.000,.000,0,175,44,17,4,15,0,0,.407,0.60,0,38.00
Tyler Tolbert,Kansas City Royals,28,52,27,21,23,4,0,3,16,7,0,27,0,.314,86,.362,.465,.827,3,15,.833,.167,3,327,98,40,6,43,4,1,.353,1.29,0,28.67
Blaze Alexander,Baltimore Orioles,27,82,58,43,31,12,2,4,54,16,1,69,4,.312,221,.368,.439,.807,3,9,.750,.250,5,936,246,97,29,79,2,1,.396,1.35,2,55.25
Trey Mancini,Los Angeles Angels,34,5,4,3,1,0,1,0,3,0,0,4,0,.308,13,.286,.462,.748,0,0,.---,.---,1,49,14,6,4,8,0,1,.364,1.33,0,-.--
Nick Gonzales,Pittsburgh Pirates,27,114,125,96,62,20,1,6,81,28,0,133,8,.306,434,.359,.399,.758,2,5,.714,.286,12,1730,471,173,53,180,0,1,.365,1.30,0,72.33
Jake McCarthy,Colorado Rockies,28,103,100,96,57,25,7,13,68,18,0,113,4,.306,369,.342,.518,.860,4,20,.833,.167,5,1307,399,191,67,124,4,4,.342,1.04,0,28.38
Wade Meckler,Los Angeles Angels,26,60,43,34,23,10,0,3,42,17,0,52,1,.304,171,.370,.415,.785,0,4,1.000,.000,1,667,189,71,20,61,0,0,.389,1.26,0,57.00
James McCann,Arizona Diamondbacks,36,33,28,18,11,5,0,4,27,4,0,31,1,.304,102,.336,.471,.807,0,0,.---,.---,4,415,109,48,21,33,2,0,.380,1.56,0,25.50
Chandler Simpson,Tampa Bay Rays,25,110,153,104,48,12,6,0,39,20,0,124,0,.304,408,.333,.363,.696,11,31,.738,.262,4,1445,440,148,23,138,7,5,.332,1.47,0,-.--
Freddie Freeman,Los Angeles Dodgers,36,115,120,109,58,27,1,15,78,51,1,132,3,.303,435,.377,.474,.851,0,5,1.000,.000,18,2012,493,206,55,192,0,4,.338,1.10,0,29.00
Alex Jackson,Minnesota Twins,30,28,13,10,11,4,0,1,23,1,0,20,2,.303,66,.333,.409,.742,0,0,.---,.---,0,253,69,27,5,24,0,0,.452,1.30,0,66.00
Jake Mangum,Pittsburgh Pirates,30,97,100,62,44,14,1,4,64,19,1,96,8,.303,317,.355,.391,.746,7,21,.750,.250,6,1273,349,124,27,145,3,2,.367,1.61,0,79.25
Gabriel Moreno,Arizona Diamondbacks,26,90,86,89,48,21,0,8,55,42,0,96,4,.302,318,.382,.443,.825,1,4,.800,.200,6,1633,372,141,51,132,0,8,.335,0.97,0,39.75
Andrew Vaughn,Milwaukee Brewers,28,73,52,55,26,15,2,5,35,27,1,60,4,.300,200,.391,.470,.861,0,0,.---,.---,5,926,233,94,34,112,0,2,.340,0.95,0,40.00
Yandy Díaz,Tampa Bay Rays,34,112,131,108,62,20,1,15,73,43,4,131,9,.298,439,.370,.451,.821,1,3,.750,.250,12,1855,495,198,65,141,0,4,.327,1.21,0,29.27
Jung Hoo Lee,San Francisco Giants,27,108,130,116,56,26,4,8,45,18,0,122,6,.298,409,.334,.440,.774,1,8,.889,.111,5,1590,437,180,45,122,0,4,.317,1.12,0,51.12
Jeremy Peña,Houston Astros,28,71,68,70,54,12,1,13,60,21,0,83,6,.297,279,.357,.487,.844,1,8,.889,.111,3,1142,308,136,37,85,0,2,.337,0.97,0,21.46
Max Clark,Detroit Tigers,21,9,5,8,5,2,1,1,13,4,0,11,1,.297,37,.381,.486,.867,0,0,.---,.---,0,173,42,18,7,19,0,0,.435,0.63,0,37.00
Cole Carrigg,Colorado Rockies,24,50,31,50,35,13,3,5,40,23,2,49,3,.297,165,.385,.503,.888,3,6,.667,.333,2,764,196,83,30,69,1,4,.355,0.62,0,33.00
Luis Campusano,San Diego Padres,27,41,22,29,14,9,0,4,30,17,0,34,2,.296,115,.396,.478,.874,0,0,.---,.---,3,557,134,55,16,51,0,0,.370,0.76,0,28.75
TJ Rumfield,Colorado Rockies,26,115,109,115,50,24,2,13,67,45,0,121,7,.295,410,.373,.459,.832,0,0,.---,.---,4,1718,464,188,59,159,0,2,.325,0.95,0,31.54
Pedro Ramírez,Chicago Cubs,22,45,31,28,17,8,1,2,22,10,1,33,0,.295,112,.350,.438,.788,0,5,1.000,.000,3,442,124,49,15,40,1,1,.348,1.11,0,56.00
George Lombard Jr.,New York Yankees,21,5,5,2,4,0,0,2,5,3,0,5,0,.294,17,.400,.647,1.047,0,0,.---,.---,0,90,20,11,2,7,0,0,.300,2.50,0,8.50
Josh Jung,Texas Rangers,28,92,88,94,46,23,1,9,71,33,0,104,6,.294,354,.361,.441,.802,1,1,.500,.500,14,1461,396,156,35,140,0,3,.343,0.94,0,39.33
Victor Bericoto,San Francisco Giants,24,24,15,11,7,3,0,4,15,1,0,17,0,.293,58,.305,.552,.857,2,1,.333,.667,2,229,59,32,9,26,0,0,.333,1.36,0,14.50
Shohei Ohtani,Los Angeles Dodgers,31,112,89,96,73,22,2,26,114,69,16,121,5,.292,415,.395,.542,.937,3,6,.667,.333,7,1872,496,225,71,137,0,5,.339,0.93,2,15.96
Michael Harris II,Atlanta Braves,25,112,114,105,58,24,1,20,86,17,0,124,2,.291,426,.319,.493,.812,2,6,.750,.250,3,1606,448,210,67,153,0,3,.322,1.09,0,21.30
Eloy Jiménez,Toronto Blue Jays,29,12,7,9,2,0,0,0,7,3,0,9,0,.290,31,.343,.290,.633,0,0,.---,.---,1,130,35,9,3,12,0,1,.360,0.78,0,-.--
CJ Abrams,Washington Nationals,25,116,83,122,74,23,3,28,114,42,2,126,11,.287,439,.359,.544,.903,5,22,.815,.185,6,1898,498,239,89,174,0,6,.323,0.68,0,15.68
Ty France,San Diego Padres,31,93,69,71,39,15,2,16,74,17,1,84,10,.287,293,.342,.515,.857,1,1,.500,.500,7,1308,326,151,50,129,0,5,.327,0.97,1,18.31
Pete Crow-Armstrong,Chicago Cubs,24,119,66,116,84,23,7,26,141,65,4,128,11,.286,447,.388,.544,.932,7,30,.811,.189,2,2087,527,243,71,153,1,3,.360,0.57,0,17.19
