player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
DaShawn Keirsey Jr.,Atlanta Braves,29,2,0,0,2,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,1,1,1,0,0,0,0,1.000,-.--,0,-.--
Victor Mederos,Atlanta Braves,25,26,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Vimael Machín,Colorado Rockies,32,3,1,0,0,0,0,0,2,0,0,3,0,.500,6,.500,.500,1.000,0,0,.---,.---,0,24,6,3,0,0,0,0,.750,1.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Michael Stefanic,Athletics,30,12,6,3,3,1,0,0,3,2,0,7,0,.368,19,.429,.421,.850,0,0,.---,.---,0,85,21,8,2,9,0,0,.438,2.00,0,-.--
Gustavo Campero,Los Angeles Angels,28,4,0,4,0,1,0,0,4,0,0,4,0,.364,11,.333,.455,.788,0,0,.---,.---,0,50,12,5,2,4,0,1,.500,0.00,0,-.--
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Michael Arroyo,Seattle Mariners,21,5,3,3,3,1,0,1,3,4,0,4,0,.333,12,.471,.667,1.138,0,1,1.000,.000,0,56,17,8,3,4,0,1,.333,1.00,0,12.00
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Brewer Hicklen,Atlanta Braves,30,15,3,3,8,4,0,0,10,6,0,8,0,.333,24,.467,.500,.967,0,0,.---,.---,0,118,30,12,3,10,0,0,.571,1.00,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Leo Bernal,St. Louis Cardinals,22,13,9,16,8,3,0,3,10,4,0,17,0,.327,52,.375,.558,.933,1,0,.000,1.000,1,191,56,29,14,18,0,0,.359,0.56,0,17.33
Brett Bateman,Toronto Blue Jays,24,32,41,20,21,5,1,2,30,14,0,42,2,.323,130,.395,.423,.818,0,3,1.000,.000,0,569,149,55,11,43,2,1,.404,2.05,0,65.00
Bryan De La Cruz,Philadelphia Phillies,29,29,16,13,10,3,0,2,15,4,0,20,2,.323,62,.371,.468,.839,0,0,.---,.---,2,276,70,29,12,25,0,2,.383,1.23,0,31.00
Adael Amador,Colorado Rockies,23,16,17,10,14,3,0,4,8,6,1,16,1,.320,50,.404,.620,1.024,0,0,.---,.---,0,220,58,31,12,18,1,0,.316,1.70,0,12.50
Eduardo Valencia,Detroit Tigers,26,32,24,16,15,9,0,6,26,2,0,31,1,.320,97,.340,.598,.938,0,0,.---,.---,3,376,100,58,18,45,0,0,.385,1.50,0,16.17
Andrew Vaughn,Milwaukee Brewers,28,100,69,73,33,18,2,6,50,34,1,87,6,.314,277,.398,.458,.856,0,0,.---,.---,8,1308,319,127,42,150,0,2,.363,0.95,0,46.17
Luis Arraez,Philadelphia Phillies,29,142,157,223,66,30,7,6,26,29,4,177,5,.313,565,.345,.423,.768,1,10,.909,.091,15,2302,617,239,59,191,6,12,.314,0.70,0,94.17
Samad Taylor,San Diego Padres,27,36,32,15,19,2,2,1,38,14,0,37,1,.311,119,.388,.387,.775,2,9,.818,.182,2,549,137,46,11,44,3,0,.450,2.13,0,119.00
Yordan Alvarez,Houston Astros,29,146,88,164,95,30,1,38,114,101,32,162,10,.310,523,.427,.589,1.016,0,1,1.000,.000,6,2421,639,308,96,159,0,5,.330,0.54,0,13.76
Alex Jackson,Minnesota Twins,30,32,13,10,12,4,0,1,24,2,0,21,2,.309,68,.347,.412,.759,0,0,.---,.---,0,266,72,28,5,25,0,0,.465,1.30,0,68.00
Trey Mancini,Los Angeles Angels,34,5,4,3,1,0,1,0,3,0,0,4,0,.308,13,.286,.462,.748,0,0,.---,.---,1,49,14,6,4,8,0,1,.364,1.33,0,-.--
Otto Lopez,Miami Marlins,27,147,178,157,88,31,9,10,83,34,0,180,8,.307,587,.347,.441,.788,5,30,.857,.143,13,2345,640,259,69,226,0,11,.337,1.13,0,58.70
Chandler Simpson,Tampa Bay Rays,25,141,206,133,62,14,6,0,46,26,1,162,0,.305,532,.333,.353,.686,14,41,.745,.255,6,1844,573,188,33,194,9,6,.329,1.55,0,-.--
Nick Gonzales,Pittsburgh Pirates,27,138,154,116,68,26,1,6,92,40,0,158,12,.304,519,.367,.393,.760,3,7,.700,.300,15,2093,572,204,60,217,0,1,.360,1.33,0,86.50
Blaze Alexander,Baltimore Orioles,27,93,69,53,35,13,2,4,63,19,1,79,4,.303,261,.358,.414,.772,3,10,.769,.231,5,1106,289,108,31,92,2,1,.385,1.30,2,65.25
Yandy Díaz,Tampa Bay Rays,34,144,179,136,86,25,1,22,92,52,6,173,10,.301,574,.366,.463,.829,1,3,.750,.250,15,2374,642,266,81,182,0,6,.324,1.32,0,26.09
Gabriel Moreno,Arizona Diamondbacks,26,120,114,123,63,31,1,13,76,55,0,131,5,.301,435,.379,.467,.846,2,5,.714,.286,9,2223,504,203,73,184,0,9,.332,0.93,0,33.46
TJ Rumfield,Colorado Rockies,26,145,136,144,62,29,3,15,81,69,0,153,9,.299,512,.390,.455,.845,0,0,.---,.---,5,2244,592,233,69,191,0,2,.330,0.94,0,34.13
Ty France,San Diego Padres,31,121,87,100,53,21,2,20,96,34,1,117,12,.298,393,.365,.514,.879,1,1,.500,.500,10,1778,447,202,64,166,0,7,.342,0.87,1,19.65
Jhonny Pereda,Seattle Mariners,30,29,19,24,11,1,0,2,17,7,0,25,1,.298,84,.355,.381,.736,0,0,.---,.---,1,388,93,32,8,35,0,1,.348,0.79,0,42.00
Josh Jung,Texas Rangers,28,94,90,97,48,23,1,9,71,33,0,108,6,.298,363,.363,.441,.804,1,1,.500,.500,15,1486,405,160,37,143,0,3,.346,0.93,0,40.33
Tyler Tolbert,Kansas City Royals,28,74,31,32,31,5,0,3,27,12,0,36,1,.298,121,.363,.413,.776,4,21,.840,.160,3,486,139,50,8,64,4,1,.359,0.97,0,40.33
Yohandy Morales,Washington Nationals,24,9,6,5,6,2,0,2,8,0,0,8,0,.296,27,.296,.593,.889,0,1,1.000,.000,0,106,27,16,3,13,0,0,.353,1.20,0,13.50
Jake McCarthy,Colorado Rockies,28,135,136,138,73,30,10,15,87,28,1,148,8,.296,500,.340,.486,.826,5,29,.853,.147,8,1791,546,243,80,162,4,5,.330,0.99,1,33.33
