player,team,age,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies
Antoine Kelly,Chicago Cubs,26,1,0,2,0,0,0,0,0,1,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,.---,1,18,0.00,1.1,0,0,0,0,0,0,0,0.75,4,4,1,0,0,10,.560,0,0,0,0,0,2.00,.---,13.50,1,1.00,6.75,6.75,0.00,0.00,0.00,2,0,0,0,0
Brooks Kriske,Athletics,32,2,0,2,4,0,0,0,0,2,1,0,2,0,.200,10,.273,.200,.473,0,0,.---,.---,0,38,0.00,2.2,0,0,0,0,0,0,0,1.13,11,8,2,0,0,25,.660,0,0,0,0,2,0.50,.---,14.25,1,2.00,6.75,3.38,6.75,0.00,0.00,1,0,0,0,0
Nate Lavender,New York Mets,26,12,0,7,15,0,1,0,0,14,3,0,5,0,.122,41,.182,.146,.328,0,0,.---,.---,1,157,0.00,12.2,1,0,0,1,8,1,0,0.63,44,38,12,0,0,112,.710,0,0,0,0,6,0.47,1.000,12.39,0,4.67,9.95,2.13,3.55,0.00,0.00,10,3,0,0,0
Luke Maile,Kansas City Royals,35,1,0,1,2,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,8,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,5,.630,0,0,0,0,0,0.50,.---,8.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Justin Martinez,Arizona Diamondbacks,24,6,0,6,4,2,0,0,0,7,4,0,2,1,.105,19,.292,.105,.397,1,1,.500,.500,0,113,0.00,5.2,1,0,0,0,0,0,0,1.06,24,17,6,0,0,63,.560,1,0,1,0,2,1.50,1.000,19.94,2,1.75,11.12,6.35,3.18,3.18,0.00,0,0,0,0,0
Reese McGuire,Chicago White Sox,31,1,0,0,3,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,8,.890,0,0,0,0,0,0.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Jake Meyers,Houston Astros,30,1,0,3,0,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,5,.560,0,0,0,0,0,3.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Noah Murdock,Pittsburgh Pirates,27,3,0,3,2,0,0,0,0,4,3,0,3,0,.273,11,.400,.273,.673,0,0,.---,.---,1,64,0.00,3.1,0,0,0,0,0,0,0,1.80,15,10,3,0,0,38,.590,0,0,1,0,3,1.50,.---,19.20,1,1.33,10.80,8.10,8.10,0.00,0.00,6,3,0,0,1
Austin Peterson,Cleveland Guardians,26,1,0,3,1,0,0,0,0,3,0,0,1,0,.125,8,.125,.125,.250,0,0,.---,.---,0,31,0.00,2.0,0,0,0,0,0,0,0,0.50,8,6,1,0,0,20,.650,0,0,0,0,1,3.00,.---,15.50,1,-.--,13.50,0.00,4.50,0.00,0.00,0,0,0,0,0
Jake Rogers,Detroit Tigers,31,3,0,2,2,0,1,0,0,3,1,0,3,1,.300,10,.417,.400,.817,0,0,.---,.---,0,43,0.00,2.1,0,0,0,0,0,0,0,1.71,12,7,3,0,0,23,.530,1,0,0,0,4,1.00,.---,18.43,3,3.00,11.57,3.86,11.57,0.00,0.00,3,0,0,0,0
Josh Rojas,Kansas City Royals,32,1,0,1,2,0,0,0,0,0,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,.---,0,13,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,7,.540,0,0,0,0,1,0.50,.---,13.00,1,-.--,0.00,0.00,9.00,0.00,0.00,0,0,0,0,0
Dylan Ross,New York Mets,25,1,0,2,1,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,11,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,7,.640,0,0,0,0,0,2.00,.---,11.00,0,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Yacksel Ríos,Chicago Cubs,33,1,0,1,2,0,0,0,0,2,0,0,0,0,.000,5,.000,.000,.000,0,0,.---,.---,0,13,0.00,1.2,0,0,0,0,0,0,0,0.00,5,5,1,0,0,10,.770,0,0,0,0,0,0.50,.---,7.80,1,-.--,10.80,0.00,0.00,0.00,0.00,0,0,0,0,0
Max Schuemann,New York Yankees,29,1,0,1,2,0,0,0,0,0,1,0,1,0,.250,4,.400,.250,.650,0,0,.---,.---,0,14,0.00,1.0,0,0,0,0,0,0,0,2.00,5,3,1,0,0,7,.500,0,0,0,0,1,0.50,.---,14.00,1,0.00,0.00,9.00,9.00,0.00,0.00,0,0,0,0,0
Zack Short,New York Mets,31,1,0,1,2,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,7,.700,0,0,0,0,0,0.50,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Jared Simpson,Washington Nationals,26,1,0,1,4,0,0,0,0,3,0,0,0,0,.000,8,.000,.000,.000,0,0,.---,.---,1,34,0.00,3.0,1,0,0,0,0,0,0,0.00,8,9,1,0,0,22,.650,0,0,0,0,0,0.25,1.000,11.33,0,-.--,9.00,0.00,0.00,0.00,0.00,2,0,0,0,0
Jack Sinclair,Washington Nationals,27,2,0,1,1,0,0,0,0,3,1,0,0,1,.000,5,.286,.000,.286,0,0,.---,.---,0,40,0.00,1.2,0,0,0,0,0,0,0,0.60,7,5,2,0,0,24,.600,1,0,0,0,0,1.00,.---,24.00,2,3.00,16.20,5.40,0.00,0.00,0.00,2,1,0,0,0
Garrett Stallings,Milwaukee Brewers,28,4,0,5,10,0,0,0,0,9,3,0,3,0,.111,27,.200,.111,.311,0,1,1.000,.000,0,122,0.00,8.0,0,0,0,0,0,0,0,0.75,30,24,4,0,0,76,.620,0,0,0,0,3,0.50,.---,15.25,3,3.00,10.13,3.38,3.38,0.00,0.00,1,1,0,0,0
Gary Sánchez,Milwaukee Brewers,33,2,0,4,2,0,0,0,0,0,0,0,4,0,.400,10,.400,.400,.800,0,0,.---,.---,0,33,0.00,2.0,0,0,0,0,0,0,0,2.00,10,6,2,0,0,20,.610,0,0,0,0,4,2.00,.---,16.50,2,-.--,0.00,0.00,18.00,0.00,0.00,0,0,0,0,0
Bryan Torres,St. Louis Cardinals,28,1,0,0,6,0,0,0,0,0,1,0,1,0,.143,7,.250,.143,.393,0,0,.---,.---,0,18,0.00,2.0,0,0,0,0,0,0,0,1.00,8,6,1,0,0,10,.560,0,0,0,0,1,0.00,.---,9.00,1,0.00,0.00,4.50,4.50,0.00,0.00,0,0,0,0,0
Vince Velasquez,Chicago Cubs,34,2,0,3,6,0,1,0,0,1,0,0,1,0,.091,11,.091,.182,.273,0,0,.---,.---,0,43,0.00,3.1,0,0,0,0,0,0,0,0.30,11,10,2,0,0,29,.670,0,0,1,0,2,0.50,.---,12.90,2,-.--,2.70,0.00,2.70,0.00,0.00,1,1,0,0,0
Cameron Weston,Baltimore Orioles,25,1,0,1,0,0,0,0,0,1,1,0,0,0,.000,2,.333,.000,.333,0,0,.---,.---,1,17,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,11,.650,0,0,0,0,0,1.00,.---,17.00,1,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0
Guillo Zuñiga,New York Mets,27,1,0,0,2,0,0,0,0,1,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,.---,0,18,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,11,.610,0,0,0,0,0,0.00,.---,18.00,0,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0
Matt Brash,Seattle Mariners,28,20,0,16,16,2,2,0,0,15,6,1,8,3,.151,53,.270,.189,.459,1,0,.000,1.000,1,262,0.54,16.2,3,0,0,2,6,2,1,0.84,64,50,20,0,0,155,.590,3,0,1,0,10,1.00,1.000,15.72,1,2.50,8.10,3.24,4.32,1.08,0.00,8,2,0,1,1
Robert Suarez,Atlanta Braves,35,31,0,36,31,2,1,0,1,26,6,0,21,0,.184,114,.225,.219,.444,0,3,1.000,.000,4,466,0.56,32.0,4,0,4,5,12,1,2,0.84,121,96,31,0,0,308,.660,0,0,1,0,25,1.16,1.000,14.56,6,4.33,7.31,1.69,5.91,0.56,0.28,8,1,1,0,0
Josh Hader,Houston Astros,32,40,0,25,40,3,3,0,1,53,11,0,14,0,.106,132,.175,.152,.327,0,1,1.000,.000,0,580,0.69,39.1,4,1,23,23,0,0,3,0.64,143,118,40,0,0,399,.690,0,0,0,0,20,0.63,.800,14.75,32,4.82,12.13,2.52,3.20,0.69,0.23,3,0,0,0,0
Hagen Smith,Chicago White Sox,22,9,0,9,10,2,1,0,1,19,10,0,5,0,.116,43,.283,.209,.492,0,1,1.000,.000,1,235,0.69,13.0,2,1,0,0,1,0,1,1.15,53,39,9,0,0,144,.610,0,0,2,0,9,0.90,.667,18.08,1,1.90,13.15,6.92,3.46,1.38,0.69,5,0,0,0,0
Alex McFarlane,Philadelphia Phillies,25,11,0,14,8,3,0,0,0,11,5,0,6,0,.158,38,.256,.158,.414,0,1,1.000,.000,1,167,0.79,11.1,4,1,0,0,2,0,1,0.97,44,34,11,0,0,107,.640,0,0,0,0,6,1.75,.800,14.74,3,2.20,8.74,3.97,4.76,2.38,0.00,3,0,0,1,0
Wyatt Olds,Boston Red Sox,26,8,0,7,12,4,2,0,1,11,4,0,7,0,.189,37,.268,.324,.592,0,4,1.000,.000,1,172,0.96,9.1,1,0,0,1,0,1,1,1.18,41,28,8,0,0,113,.660,0,0,1,0,12,0.58,1.000,18.43,6,2.75,10.61,3.86,6.75,3.86,0.96,3,0,0,0,0
Elieser Hernández,Atlanta Braves,31,3,0,5,15,1,0,0,1,7,5,1,7,0,.206,34,.308,.294,.602,0,1,1.000,.000,0,154,1.00,9.0,2,0,1,1,0,0,1,1.33,39,27,3,0,0,96,.620,0,0,0,0,10,0.33,1.000,17.11,1,1.40,7.00,5.00,7.00,1.00,1.00,0,0,0,0,0
Alec Gamboa,Boston Red Sox,29,15,2,32,25,4,5,1,1,18,7,0,17,1,.191,89,.253,.303,.556,0,1,1.000,.000,3,348,1.04,26.0,1,0,1,1,1,0,3,0.92,100,78,15,0,0,232,.670,1,0,0,0,27,1.28,1.000,13.38,10,2.57,6.23,2.42,5.88,1.38,0.35,8,5,0,1,2
Louis Varland,Toronto Blue Jays,28,64,0,75,44,18,8,0,2,87,19,1,50,0,.198,252,.252,.254,.506,2,5,.714,.286,7,1108,1.15,70.2,5,4,33,34,5,1,9,0.98,275,212,64,0,0,748,.680,0,0,3,0,64,1.70,.556,15.68,46,4.58,11.08,2.42,6.37,2.29,0.25,30,4,0,1,3
Alimber Santa,Houston Astros,23,10,0,19,17,6,1,0,1,9,6,0,8,0,.160,50,.237,.240,.477,1,0,.000,1.000,1,238,1.17,15.1,0,1,0,0,0,0,2,0.91,59,46,10,0,0,147,.620,0,1,0,0,12,1.12,.000,15.52,4,1.50,5.28,3.52,4.70,3.52,0.59,4,2,0,0,3
Mason Miller,San Diego Padres,27,56,0,34,32,11,2,0,2,108,20,1,29,2,.144,202,.227,.183,.410,2,7,.778,.222,2,963,1.21,59.1,5,2,32,34,0,2,8,0.83,225,178,56,0,0,632,.660,2,0,5,0,37,1.06,.714,16.23,48,5.40,16.38,3.03,4.40,1.67,0.30,12,3,0,0,1
Erik Tolman,Washington Nationals,27,6,0,8,3,1,0,0,0,9,3,0,4,0,.167,24,.259,.167,.426,0,0,.---,.---,2,113,1.23,7.1,0,0,1,1,1,0,1,0.95,27,22,6,0,0,76,.670,0,0,0,0,4,2.67,.---,15.41,1,3.00,11.05,3.68,4.91,1.23,0.00,3,0,0,0,0
Yerry De los Santos,New York Yankees,28,15,0,23,22,7,1,0,2,15,8,1,16,0,.216,74,.293,.311,.604,0,2,1.000,.000,2,315,1.35,20.0,1,0,0,0,0,0,3,1.20,84,60,15,0,0,208,.660,0,0,0,0,23,1.05,1.000,15.75,3,1.88,6.75,3.60,7.20,3.15,0.90,12,1,0,2,0
Brian Fitzpatrick,Milwaukee Brewers,26,5,0,8,7,2,1,0,0,5,3,0,7,0,.259,27,.333,.296,.629,0,0,.---,.---,1,109,1.35,6.2,0,0,0,0,0,0,1,1.50,30,20,5,0,0,71,.650,0,1,0,0,8,1.14,.---,16.35,1,1.67,6.75,4.05,9.45,2.70,0.00,2,0,0,0,0
