player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,17,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,8,2,2,5,4,0,0,8,4,0,7,0,.368,19,.478,.579,1.057,0,0,.---,.---,0,92,23,11,3,10,0,0,.636,1.00,0,-.--
Bryan De La Cruz,Philadelphia Phillies,29,19,9,9,6,2,0,2,9,2,0,14,2,.359,39,.400,.564,.964,0,0,.---,.---,1,164,45,22,11,16,0,2,.400,1.00,0,19.50
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Kaelen Culpepper,Minnesota Twins,23,14,10,11,6,1,0,2,13,2,0,17,2,.340,50,.382,.480,.862,0,0,.---,.---,1,205,55,24,4,20,0,1,.417,0.91,0,25.00
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Deyvison De Los Santos,Miami Marlins,23,4,2,1,0,1,0,0,3,0,0,3,0,.333,9,.333,.444,.777,0,0,.---,.---,0,40,9,4,0,2,0,0,.500,2.00,0,-.--
Corey Julks,Detroit Tigers,30,3,1,2,1,1,0,0,1,0,0,2,0,.333,6,.333,.500,.833,0,0,.---,.---,0,23,6,3,0,1,0,0,.400,0.50,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Eduardo Valencia,Detroit Tigers,26,23,15,10,12,6,0,6,19,1,0,22,1,.333,66,.353,.697,1.050,0,0,.---,.---,3,268,68,46,17,31,0,0,.390,1.50,0,11.00
Samad Taylor,San Diego Padres,27,26,24,7,14,1,1,1,30,12,0,29,0,.330,88,.410,.398,.808,1,6,.857,.143,2,411,102,35,11,30,2,0,.491,3.43,0,88.00
Luis Arraez,Philadelphia Phillies,29,124,138,192,63,28,7,6,24,27,4,160,4,.321,498,.354,.442,.796,0,10,1.000,.000,11,2029,545,220,54,156,6,10,.322,0.72,0,83.00
Yordan Alvarez,Houston Astros,29,129,76,147,86,28,0,36,96,91,28,148,8,.320,463,.436,.613,1.049,0,1,1.000,.000,5,2139,566,284,90,143,0,4,.334,0.52,0,12.86
Blaze Alexander,Baltimore Orioles,27,82,58,43,31,12,2,4,54,16,1,69,4,.312,221,.368,.439,.807,3,9,.750,.250,5,936,246,97,29,79,2,1,.396,1.35,2,55.25
Chandler Simpson,Tampa Bay Rays,25,123,172,117,50,13,6,0,42,22,0,144,0,.312,462,.339,.366,.705,13,35,.729,.271,5,1621,497,169,29,155,7,6,.338,1.47,0,-.--
Andrew Vaughn,Milwaukee Brewers,28,85,62,63,29,16,2,5,41,31,1,73,5,.308,237,.396,.456,.852,0,0,.---,.---,6,1112,275,108,37,132,0,2,.352,0.98,0,47.40
Nick Gonzales,Pittsburgh Pirates,27,124,136,104,66,22,1,6,85,34,0,144,10,.308,468,.366,.397,.763,2,7,.778,.222,12,1882,513,186,56,191,0,1,.365,1.31,0,78.00
Trey Mancini,Los Angeles Angels,34,5,4,3,1,0,1,0,3,0,0,4,0,.308,13,.286,.462,.748,0,0,.---,.---,1,49,14,6,4,8,0,1,.364,1.33,0,-.--
Otto Lopez,Miami Marlins,27,128,159,137,77,30,7,9,69,30,0,157,4,.307,511,.344,.446,.790,4,25,.862,.138,11,2029,556,228,59,198,0,11,.333,1.16,0,56.78
Yandy Díaz,Tampa Bay Rays,34,126,154,118,76,21,1,19,79,47,4,152,10,.305,498,.373,.466,.839,1,3,.750,.250,13,2079,560,232,72,160,0,5,.328,1.31,0,26.21
Brett Bateman,Toronto Blue Jays,24,14,21,9,5,3,1,0,13,4,0,18,0,.305,59,.344,.390,.734,0,1,1.000,.000,0,222,65,23,5,22,1,1,.383,2.33,0,-.--
Alex Jackson,Minnesota Twins,30,29,13,10,11,4,0,1,23,1,0,20,2,.303,66,.333,.409,.742,0,0,.---,.---,0,253,69,27,5,24,0,0,.452,1.30,0,66.00
Gabriel Moreno,Arizona Diamondbacks,26,103,97,105,55,27,1,10,65,48,0,112,4,.303,370,.381,.462,.843,1,5,.833,.167,8,1895,431,171,64,158,0,9,.336,0.92,0,37.00
Freddie Freeman,Los Angeles Dodgers,36,127,128,123,63,30,1,15,90,56,2,145,3,.302,480,.374,.463,.837,0,6,1.000,.000,18,2232,545,222,61,208,0,6,.341,1.04,0,32.00
Adael Amador,Colorado Rockies,23,5,2,0,5,1,0,1,5,3,0,3,0,.300,10,.462,.700,1.162,0,0,.---,.---,0,59,13,7,6,7,0,0,.500,2.00,0,10.00
Gustavo Campero,Los Angeles Angels,28,3,0,4,0,1,0,0,4,0,0,3,0,.300,10,.273,.400,.673,0,0,.---,.---,0,42,11,4,2,4,0,1,.429,0.00,0,-.--
Cody Freeman,Texas Rangers,25,16,9,10,3,0,1,0,10,4,0,12,0,.300,40,.364,.350,.714,1,0,.000,1.000,0,184,45,14,2,15,1,0,.400,0.90,0,-.--
Josh Jung,Texas Rangers,28,92,88,94,46,23,1,9,71,33,0,104,6,.294,354,.361,.441,.802,1,1,.500,.500,14,1461,396,156,35,140,0,3,.343,0.94,0,39.33
Jake McCarthy,Colorado Rockies,28,116,118,110,63,26,7,13,76,24,0,123,4,.294,419,.335,.482,.817,5,24,.828,.172,7,1500,456,202,68,136,4,4,.329,1.07,1,32.23
Michael Harris II,Atlanta Braves,25,125,129,113,62,30,1,21,98,18,0,140,2,.294,477,.320,.493,.813,3,7,.700,.300,3,1796,500,235,71,172,0,3,.330,1.14,0,22.71
Luis Campusano,San Diego Padres,27,50,28,36,18,11,0,5,35,23,0,41,2,.293,140,.400,.479,.879,0,0,.---,.---,4,677,165,67,23,61,0,0,.360,0.78,0,28.00
Jake Mangum,Pittsburgh Pirates,30,109,114,67,50,16,2,4,76,21,1,104,9,.292,356,.345,.382,.727,7,21,.750,.250,6,1416,391,136,28,159,3,2,.360,1.70,0,89.00
Alec Burleson,St. Louis Cardinals,27,131,136,127,75,33,1,21,93,46,4,145,6,.291,498,.356,.488,.844,0,3,1.000,.000,10,2019,553,243,96,227,0,3,.320,1.07,0,23.71
Angel Genao,Cleveland Guardians,22,17,25,11,9,3,0,1,8,5,0,18,1,.290,62,.353,.387,.740,0,1,1.000,.000,0,239,68,24,3,24,0,0,.321,2.27,0,62.00
Eloy Jiménez,Toronto Blue Jays,29,12,7,9,2,0,0,0,7,3,0,9,0,.290,31,.343,.290,.633,0,0,.---,.---,1,130,35,9,3,12,0,1,.360,0.78,0,-.--
Pedro Ramírez,Chicago Cubs,22,56,41,39,24,10,2,3,32,14,2,45,0,.290,155,.347,.439,.786,0,7,1.000,.000,3,618,171,68,21,57,1,1,.347,1.05,0,51.67
Ronny Simon,Pittsburgh Pirates,26,9,9,10,4,1,0,0,4,2,0,9,0,.290,31,.333,.323,.656,0,1,1.000,.000,3,129,34,10,2,15,1,0,.333,0.90,0,-.--
Ty France,San Diego Padres,31,106,79,84,44,17,2,18,84,25,1,98,12,.289,339,.353,.510,.863,1,1,.500,.500,8,1531,383,173,56,147,0,6,.329,0.94,1,18.83
Ceddanne Rafaela,Boston Red Sox,25,126,124,128,67,32,3,16,107,21,1,144,8,.289,499,.326,.461,.787,8,17,.680,.320,10,1948,532,230,66,199,2,2,.339,0.97,0,31.19
Jordan Walker,St. Louis Cardinals,24,128,108,118,82,28,0,27,132,42,1,144,4,.289,499,.347,.507,.854,5,18,.783,.217,11,1963,548,253,96,236,0,3,.341,0.92,0,18.48
Jung Hoo Lee,San Francisco Giants,27,120,145,136,58,27,4,9,49,20,0,132,6,.288,458,.324,.424,.748,1,9,.900,.100,6,1788,488,194,47,145,0,4,.304,1.07,0,50.89
Chase DeLauter,Cleveland Guardians,24,110,106,125,52,22,3,13,66,50,0,119,0,.288,413,.363,.450,.813,2,9,.818,.182,8,1810,466,186,59,185,0,3,.315,0.85,0,31.77
George Lombard Jr.,New York Yankees,21,17,13,13,12,1,0,2,17,6,0,17,0,.288,59,.348,.407,.755,1,1,.500,.500,0,270,66,24,5,23,0,1,.366,1.00,0,29.50
James McCann,Arizona Diamondbacks,36,40,31,25,12,5,0,4,30,6,0,34,1,.288,118,.328,.432,.760,0,0,.---,.---,4,476,127,51,21,39,2,0,.357,1.24,0,29.50
