player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
DaShawn Keirsey Jr.,Atlanta Braves,29,2,0,0,2,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,1,1,1,0,0,0,0,1.000,-.--,0,-.--
Victor Mederos,Atlanta Braves,25,26,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jihwan Bae,Milwaukee Brewers,26,4,1,0,1,0,0,0,1,0,0,1,1,.500,2,.667,.500,1.167,0,1,1.000,.000,0,13,4,1,0,0,1,0,1.000,1.00,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Vimael Machín,Colorado Rockies,32,3,1,0,0,0,0,0,2,0,0,3,0,.500,6,.500,.500,1.000,0,0,.---,.---,0,24,6,3,0,0,0,0,.750,1.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Justin Dean,Chicago Cubs,29,17,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,1,1.000,.000,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
Michael Stefanic,Athletics,30,12,6,3,3,1,0,0,3,2,0,7,0,.368,19,.429,.421,.850,0,0,.---,.---,0,85,21,8,2,9,0,0,.438,2.00,0,-.--
Gustavo Campero,Los Angeles Angels,28,4,0,4,0,1,0,0,4,0,0,4,0,.364,11,.333,.455,.788,0,0,.---,.---,0,50,12,5,2,4,0,1,.500,0.00,0,-.--
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Brett Bateman,Toronto Blue Jays,24,34,42,21,23,5,1,2,32,14,0,46,2,.333,138,.400,.428,.828,0,3,1.000,.000,0,612,157,59,11,48,2,1,.419,2.00,0,69.00
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Brewer Hicklen,Atlanta Braves,30,16,3,3,8,5,0,0,12,7,0,9,0,.333,27,.471,.519,.990,0,0,.---,.---,0,133,34,14,3,10,0,0,.600,1.00,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Ronny Simon,Pittsburgh Pirates,26,12,11,10,5,2,0,0,5,2,0,12,0,.324,37,.359,.378,.737,0,2,1.000,.000,3,153,40,14,2,18,1,0,.375,1.10,0,-.--
Eduardo Valencia,Detroit Tigers,26,33,25,17,16,10,0,6,26,3,0,32,1,.320,100,.346,.600,.946,0,0,.---,.---,3,398,105,60,18,47,0,0,.382,1.47,1,16.67
Luis Arraez,Philadelphia Phillies,29,144,159,223,66,33,7,6,26,33,4,180,5,.316,570,.352,.430,.782,1,10,.909,.091,15,2344,626,245,61,191,6,12,.316,0.71,0,95.00
Andrew Vaughn,Milwaukee Brewers,28,101,69,73,33,18,2,6,51,34,1,88,6,.315,279,.399,.459,.858,0,0,.---,.---,8,1319,321,128,43,150,0,2,.366,0.95,0,46.50
Samad Taylor,San Diego Padres,27,38,33,18,21,2,2,1,38,14,0,39,1,.312,125,.386,.384,.770,2,10,.833,.167,2,565,143,48,13,48,3,0,.442,1.83,0,125.00
Yordan Alvarez,Houston Astros,29,148,89,166,96,31,1,39,115,103,32,164,10,.310,529,.428,.594,1.022,0,1,1.000,.000,7,2449,647,314,98,163,0,5,.329,0.54,0,13.56
Chandler Simpson,Tampa Bay Rays,25,143,208,133,63,16,6,0,46,26,1,167,0,.310,539,.338,.362,.700,14,42,.750,.250,6,1857,580,195,34,195,9,6,.335,1.56,0,-.--
Alex Jackson,Minnesota Twins,30,32,13,10,12,4,0,1,24,2,0,21,2,.309,68,.347,.412,.759,0,0,.---,.---,0,266,72,28,5,25,0,0,.465,1.30,0,68.00
Michael Arroyo,Seattle Mariners,21,6,3,3,3,1,0,1,4,4,0,4,0,.308,13,.444,.615,1.059,0,1,1.000,.000,0,62,18,8,3,4,0,1,.333,1.00,0,13.00
Trey Mancini,Los Angeles Angels,34,5,4,3,1,0,1,0,3,0,0,4,0,.308,13,.286,.462,.748,0,0,.---,.---,1,49,14,6,4,8,0,1,.364,1.33,0,-.--
Gabriel Moreno,Arizona Diamondbacks,26,122,115,124,65,32,1,15,77,57,0,136,5,.307,443,.385,.485,.870,2,6,.750,.250,9,2273,514,215,75,185,0,9,.336,0.93,0,29.53
Nick Gonzales,Pittsburgh Pirates,27,140,155,116,68,26,1,6,92,41,0,160,12,.307,522,.370,.395,.765,3,7,.700,.300,15,2111,576,206,60,217,0,1,.362,1.34,0,87.00
Otto Lopez,Miami Marlins,27,149,179,160,89,31,9,10,85,36,0,182,8,.306,595,.348,.439,.787,5,31,.861,.139,13,2380,650,261,69,233,0,11,.337,1.12,0,59.50
Bryan De La Cruz,Philadelphia Phillies,29,30,17,15,10,3,0,2,16,4,0,20,2,.303,66,.351,.439,.790,0,0,.---,.---,2,291,74,29,12,29,0,2,.360,1.13,0,33.00
Blaze Alexander,Baltimore Orioles,27,93,69,53,35,13,2,4,63,19,1,79,4,.303,261,.358,.414,.772,3,10,.769,.231,5,1106,289,108,31,92,2,1,.385,1.30,2,65.25
TJ Rumfield,Colorado Rockies,26,146,137,145,62,29,3,15,81,69,0,155,10,.300,516,.392,.455,.847,0,0,.---,.---,5,2267,597,235,69,191,0,2,.332,0.94,0,34.40
Yohandy Morales,Washington Nationals,24,10,7,5,7,3,0,2,9,0,0,9,0,.300,30,.300,.600,.900,0,1,1.000,.000,0,119,30,18,4,15,0,0,.368,1.40,0,15.00
Josh Jung,Texas Rangers,28,96,91,100,49,25,1,9,73,33,0,111,6,.298,372,.362,.444,.806,1,1,.500,.500,16,1518,414,165,37,148,0,3,.348,0.91,0,41.33
Jhonny Pereda,Seattle Mariners,30,29,19,24,11,1,0,2,17,7,0,25,1,.298,84,.355,.381,.736,0,0,.---,.---,1,388,93,32,8,35,0,1,.348,0.79,0,42.00
Yandy Díaz,Tampa Bay Rays,34,146,184,138,86,25,1,22,93,52,6,173,10,.297,582,.362,.457,.819,1,3,.750,.250,15,2403,650,266,81,184,0,6,.319,1.33,0,26.46
Jake McCarthy,Colorado Rockies,28,137,139,140,75,30,10,15,88,29,1,150,8,.295,508,.340,.482,.822,5,30,.857,.143,8,1817,555,245,80,164,4,5,.329,0.99,1,33.87
Leo Bernal,St. Louis Cardinals,22,15,13,18,8,3,0,3,12,4,0,18,0,.295,61,.338,.492,.830,1,0,.000,1.000,1,231,65,30,15,18,0,0,.326,0.72,0,20.33
Tyler Tolbert,Kansas City Royals,28,75,31,32,31,5,0,3,28,12,0,36,1,.295,122,.360,.410,.770,4,21,.840,.160,3,489,140,50,8,65,4,1,.359,0.97,0,40.67
Ty France,San Diego Padres,31,123,88,105,53,22,2,20,98,34,1,118,12,.294,401,.360,.509,.869,1,1,.500,.500,10,1816,456,204,66,169,0,8,.337,0.84,1,20.05
